input,output,instruction
Gold futures mark highest settlement since Oct. 5,Yes,"Interpret the news headline to see if it mentions price in the past.
Options: No, Yes"
Gold futures mark highest settlement since Oct. 5,No,"Assess if the news headline touches on price in the future.
Options: Yes, No"
Gold futures mark highest settlement since Oct. 5,No,"Consider the news headline - does it concern a general event (apart from prices) in the past?
Options: Yes, No"
Gold futures mark highest settlement since Oct. 5,No,"Examine the news headline and decide if it includes a general event (apart from prices) in the future.
Options: No, Yes"
Gold futures mark highest settlement since Oct. 5,No,"Please determine if the news headline addresses comparing gold with any other asset.
Options: Yes, No"
"Feb. gold gains $10.70, or 0.9%, to settle at $1,215.60/oz",No,"Does the news headline talk about price? 
Options: No, Yes"
"Feb. gold gains $10.70, or 0.9%, to settle at $1,215.60/oz",Yes,"Interpret the news headline to see if it mentions price going up.
Options: No, Yes"
"Feb. gold gains $10.70, or 0.9%, to settle at $1,215.60/oz",No,"Please determine if the news headline addresses price staying constant.
Options: No, Yes"
"Feb. gold gains $10.70, or 0.9%, to settle at $1,215.60/oz",No,"Consider the news headline - does it concern price going down?
Options: No, Yes"
"Feb. gold gains $10.70, or 0.9%, to settle at $1,215.60/oz",Yes,"Review the news headline and determine if it relates to price in the past.
Options: Yes, No"
"Feb. gold gains $10.70, or 0.9%, to settle at $1,215.60/oz",No,"Review the news headline and determine if it relates to price in the future.
Options: No, Yes"
"Feb. gold gains $10.70, or 0.9%, to settle at $1,215.60/oz",No,"Interpret the news headline to see if it mentions a general event (apart from prices) in the past.
Options: No, Yes"
"Feb. gold gains $10.70, or 0.9%, to settle at $1,215.60/oz",No,"Examine the news headline and decide if it includes a general event (apart from prices) in the future.
Options: Yes, No"
"Feb. gold gains $10.70, or 0.9%, to settle at $1,215.60/oz",No,"Consider the news headline - does it concern comparing gold with any other asset?
Options: Yes, No"
"Gold prices end with a gain, with dollar index near session lows",No,"Examine the news headline and decide if it includes price.
Options: No, Yes"
"Gold prices end with a gain, with dollar index near session lows",Yes,"Let me know if the news headline talks about price going up.
Options: Yes, No"
"Gold prices end with a gain, with dollar index near session lows",No,"Does the news headline talk about price staying constant? 
Options: No, Yes"
"Gold prices end with a gain, with dollar index near session lows",No,"Review the news headline and determine if it relates to price going down.
Options: Yes, No"
"Gold prices end with a gain, with dollar index near session lows",Yes,"Interpret the news headline to see if it mentions price in the past.
Options: No, Yes"
"Gold prices end with a gain, with dollar index near session lows",No,"In the context of the news headline, is price in the future discussed?
Options: Yes, No"
"Gold prices end with a gain, with dollar index near session lows",No,"Analyze the news headline for any mention of a general event (apart from prices) in the past.
Options: No, Yes"
"Gold prices end with a gain, with dollar index near session lows",No,"Interpret the news headline to see if it mentions a general event (apart from prices) in the future.
Options: No, Yes"
"Gold prices end with a gain, with dollar index near session lows",Yes,"Consider the news headline - does it concern comparing gold with any other asset?
Options: No, Yes"
Gold extends gains for 3rd straight day on safe haven demand,No,"Interpret the news headline to see if it mentions price.
Options: No, Yes"
Gold extends gains for 3rd straight day on safe haven demand,Yes,"Examine the news headline and decide if it includes price going up.
Options: Yes, No"
Gold extends gains for 3rd straight day on safe haven demand,No,"Let me know if the news headline talks about price staying constant.
Options: Yes, No"
Gold extends gains for 3rd straight day on safe haven demand,No,"Consider the news headline - does it concern price going down?
Options: No, Yes"
Gold extends gains for 3rd straight day on safe haven demand,Yes,"Please determine if the news headline addresses price in the past.
Options: Yes, No"
Gold extends gains for 3rd straight day on safe haven demand,No,"In the context of the news headline, is price in the future discussed?
Options: Yes, No"
Gold extends gains for 3rd straight day on safe haven demand,No,"Please determine if the news headline addresses a general event (apart from prices) in the past.
Options: Yes, No"
Gold extends gains for 3rd straight day on safe haven demand,No,"Does the news headline talk about a general event (apart from prices) in the future? 
Options: Yes, No"
Gold extends gains for 3rd straight day on safe haven demand,No,"Let me know if the news headline talks about comparing gold with any other asset.
Options: Yes, No"
gold prices remain under pressured by stronger dollar,Yes,"Let me know if the news headline talks about price.
Options: No, Yes"
gold prices remain under pressured by stronger dollar,No,"In the context of the news headline, is price going up discussed?
Options: Yes, No"
gold prices remain under pressured by stronger dollar,Yes,"Is the news headline related to price staying constant?
Options: No, Yes"
gold prices remain under pressured by stronger dollar,No,"In the context of the news headline, is price going down discussed?
Options: No, Yes"
gold prices remain under pressured by stronger dollar,Yes,"Analyze the news headline for any mention of price in the past.
Options: Yes, No"
gold prices remain under pressured by stronger dollar,No,"Is the news headline related to price in the future?
Options: Yes, No"
gold prices remain under pressured by stronger dollar,No,"Please determine if the news headline addresses a general event (apart from prices) in the past.
Options: Yes, No"
gold prices remain under pressured by stronger dollar,No,"Interpret the news headline to see if it mentions a general event (apart from prices) in the future.
Options: Yes, No"
gold prices remain under pressured by stronger dollar,Yes,"Does the news headline talk about comparing gold with any other asset? 
Options: Yes, No"
gold prices move higher but gains seen limited,No,"Please determine if the news headline addresses price.
Options: No, Yes"
gold prices move higher but gains seen limited,Yes,"Does the news headline talk about price going up? 
Options: Yes, No"
gold prices move higher but gains seen limited,No,"Does the news headline talk about price staying constant? 
Options: No, Yes"
gold prices move higher but gains seen limited,No,"Please determine if the news headline addresses price going down.
Options: No, Yes"
gold prices move higher but gains seen limited,Yes,"Interpret the news headline to see if it mentions price in the past.
Options: Yes, No"
gold prices move higher but gains seen limited,No,"Does the news headline talk about price in the future? 
Options: Yes, No"
gold prices move higher but gains seen limited,No,"Analyze the news headline for any mention of a general event (apart from prices) in the past.
Options: Yes, No"
gold prices move higher but gains seen limited,No,"Let me know if the news headline talks about a general event (apart from prices) in the future.
Options: No, Yes"
gold prices move higher but gains seen limited,No,"Interpret the news headline to see if it mentions comparing gold with any other asset.
Options: No, Yes"
"gold up $4.70, or 0.4%, at $1,094.10 an ounce",No,"Does the news headline talk about price? 
Options: No, Yes"
"gold up $4.70, or 0.4%, at $1,094.10 an ounce",Yes,"Let me know if the news headline talks about price going up.
Options: No, Yes"
"gold up $4.70, or 0.4%, at $1,094.10 an ounce",No,"Interpret the news headline to see if it mentions price staying constant.
Options: Yes, No"
"gold up $4.70, or 0.4%, at $1,094.10 an ounce",No,"Please determine if the news headline addresses price going down.
Options: Yes, No"
"gold up $4.70, or 0.4%, at $1,094.10 an ounce",Yes,"In the context of the news headline, is price in the past discussed?
Options: No, Yes"
"gold up $4.70, or 0.4%, at $1,094.10 an ounce",No,"Is the news headline related to price in the future?
Options: Yes, No"
"gold up $4.70, or 0.4%, at $1,094.10 an ounce",No,"Review the news headline and determine if it relates to a general event (apart from prices) in the past.
Options: Yes, No"
"gold up $4.70, or 0.4%, at $1,094.10 an ounce",No,"Interpret the news headline to see if it mentions a general event (apart from prices) in the future.
Options: Yes, No"
"gold up $4.70, or 0.4%, at $1,094.10 an ounce",No,"Interpret the news headline to see if it mentions comparing gold with any other asset.
Options: Yes, No"
"commodity bets: buy copper, gold, silver; sell crude",No,"Review the news headline and determine if it relates to price.
Options: No, Yes"
"commodity bets: buy copper, gold, silver; sell crude",No,"Let me know if the news headline talks about price going up.
Options: No, Yes"
"commodity bets: buy copper, gold, silver; sell crude",No,"Assess if the news headline touches on price staying constant.
Options: Yes, No"
"commodity bets: buy copper, gold, silver; sell crude",No,"Analyze the news headline for any mention of price going down.
Options: Yes, No"
"commodity bets: buy copper, gold, silver; sell crude",Yes,"Assess if the news headline touches on price in the past.
Options: Yes, No"
"commodity bets: buy copper, gold, silver; sell crude",No,"Examine the news headline and decide if it includes price in the future.
Options: No, Yes"
"commodity bets: buy copper, gold, silver; sell crude",No,"Consider the news headline - does it concern a general event (apart from prices) in the past?
Options: No, Yes"
"commodity bets: buy copper, gold, silver; sell crude",No,"Does the news headline talk about a general event (apart from prices) in the future? 
Options: Yes, No"
"commodity bets: buy copper, gold, silver; sell crude",Yes,"Does the news headline talk about comparing gold with any other asset? 
Options: No, Yes"
"wheaton river, goldcorp buys bermejal gold deposit",No,"Review the news headline and determine if it relates to price.
Options: Yes, No"
"wheaton river, goldcorp buys bermejal gold deposit",No,"Analyze the news headline for any mention of price going up.
Options: No, Yes"
"wheaton river, goldcorp buys bermejal gold deposit",No,"Let me know if the news headline talks about price staying constant.
Options: No, Yes"
"wheaton river, goldcorp buys bermejal gold deposit",No,"Assess if the news headline touches on price going down.
Options: No, Yes"
"wheaton river, goldcorp buys bermejal gold deposit",No,"Analyze the news headline for any mention of price in the past.
Options: No, Yes"
"wheaton river, goldcorp buys bermejal gold deposit",No,"Does the news headline talk about price in the future? 
Options: No, Yes"
"wheaton river, goldcorp buys bermejal gold deposit",Yes,"Consider the news headline - does it concern a general event (apart from prices) in the past?
Options: Yes, No"
"wheaton river, goldcorp buys bermejal gold deposit",No,"Assess if the news headline touches on a general event (apart from prices) in the future.
Options: No, Yes"
"wheaton river, goldcorp buys bermejal gold deposit",No,"Is the news headline related to comparing gold with any other asset?
Options: Yes, No"
gold outshines the competition,No,"Review the news headline and determine if it relates to price.
Options: No, Yes"
gold outshines the competition,No,"Is the news headline related to price going up?
Options: Yes, No"
gold outshines the competition,No,"Does the news headline talk about price staying constant? 
Options: No, Yes"
gold outshines the competition,No,"In the context of the news headline, is price going down discussed?
Options: Yes, No"
gold outshines the competition,No,"Analyze the news headline for any mention of price in the past.
Options: No, Yes"
gold outshines the competition,No,"Analyze the news headline for any mention of price in the future.
Options: Yes, No"
gold outshines the competition,Yes,"Please determine if the news headline addresses a general event (apart from prices) in the past.
Options: No, Yes"
gold outshines the competition,No,"Please determine if the news headline addresses a general event (apart from prices) in the future.
Options: Yes, No"
gold outshines the competition,No,"Does the news headline talk about comparing gold with any other asset? 
Options: No, Yes"
gold smuggling from dubai: customs hints at more arrests,No,"In the context of the news headline, is price discussed?
Options: Yes, No"
gold smuggling from dubai: customs hints at more arrests,No,"Consider the news headline - does it concern price going up?
Options: No, Yes"
gold smuggling from dubai: customs hints at more arrests,No,"Does the news headline talk about price staying constant? 
Options: Yes, No"
gold smuggling from dubai: customs hints at more arrests,No,"Examine the news headline and decide if it includes price going down.
Options: No, Yes"
gold smuggling from dubai: customs hints at more arrests,No,"Does the news headline talk about price in the past? 
Options: Yes, No"
gold smuggling from dubai: customs hints at more arrests,No,"Consider the news headline - does it concern price in the future?
Options: Yes, No"
gold smuggling from dubai: customs hints at more arrests,Yes,"Review the news headline and determine if it relates to a general event (apart from prices) in the past.
Options: Yes, No"
gold smuggling from dubai: customs hints at more arrests,No,"Assess if the news headline touches on a general event (apart from prices) in the future.
Options: No, Yes"
gold smuggling from dubai: customs hints at more arrests,No,"Analyze the news headline for any mention of comparing gold with any other asset.
Options: No, Yes"
"crude oil up, gold down after u.s. data",No,"Interpret the news headline to see if it mentions price.
Options: Yes, No"
"crude oil up, gold down after u.s. data",No,"Consider the news headline - does it concern price going up?
Options: Yes, No"
"crude oil up, gold down after u.s. data",No,"Assess if the news headline touches on price staying constant.
Options: Yes, No"
"crude oil up, gold down after u.s. data",Yes,"Analyze the news headline for any mention of price going down.
Options: Yes, No"
"crude oil up, gold down after u.s. data",Yes,"Interpret the news headline to see if it mentions price in the past.
Options: No, Yes"
"crude oil up, gold down after u.s. data",No,"Examine the news headline and decide if it includes price in the future.
Options: Yes, No"
"crude oil up, gold down after u.s. data",No,"Does the news headline talk about a general event (apart from prices) in the past? 
Options: Yes, No"
"crude oil up, gold down after u.s. data",No,"Let me know if the news headline talks about a general event (apart from prices) in the future.
Options: Yes, No"
"crude oil up, gold down after u.s. data",Yes,"Consider the news headline - does it concern comparing gold with any other asset?
Options: Yes, No"
"charts : trading the gold price range, what to do about silver",No,"Please determine if the news headline addresses price.
Options: Yes, No"
"charts : trading the gold price range, what to do about silver",No,"Review the news headline and determine if it relates to price going up.
Options: No, Yes"
"charts : trading the gold price range, what to do about silver",No,"Examine the news headline and decide if it includes price staying constant.
Options: Yes, No"
"charts : trading the gold price range, what to do about silver",No,"Let me know if the news headline talks about price going down.
Options: No, Yes"
"charts : trading the gold price range, what to do about silver",Yes,"Assess if the news headline touches on price in the past.
Options: Yes, No"
"charts : trading the gold price range, what to do about silver",No,"Is the news headline related to price in the future?
Options: Yes, No"
"charts : trading the gold price range, what to do about silver",No,"Analyze the news headline for any mention of a general event (apart from prices) in the past.
Options: No, Yes"
"charts : trading the gold price range, what to do about silver",No,"In the context of the news headline, is a general event (apart from prices) in the future discussed?
Options: Yes, No"
"charts : trading the gold price range, what to do about silver",Yes,"Does the news headline talk about comparing gold with any other asset? 
Options: Yes, No"
barrick gold to invest $28m in celtic resources,No,"Analyze the news headline for any mention of price.
Options: No, Yes"
barrick gold to invest $28m in celtic resources,No,"Assess if the news headline touches on price going up.
Options: No, Yes"
barrick gold to invest $28m in celtic resources,No,"Consider the news headline - does it concern price staying constant?
Options: No, Yes"
barrick gold to invest $28m in celtic resources,No,"Is the news headline related to price going down?
Options: No, Yes"
barrick gold to invest $28m in celtic resources,No,"Review the news headline and determine if it relates to price in the past.
Options: Yes, No"
barrick gold to invest $28m in celtic resources,No,"Is the news headline related to price in the future?
Options: Yes, No"
barrick gold to invest $28m in celtic resources,Yes,"Interpret the news headline to see if it mentions a general event (apart from prices) in the past.
Options: No, Yes"
barrick gold to invest $28m in celtic resources,No,"Review the news headline and determine if it relates to a general event (apart from prices) in the future.
Options: No, Yes"
barrick gold to invest $28m in celtic resources,No,"Interpret the news headline to see if it mentions comparing gold with any other asset.
Options: Yes, No"
"gold settles up $2.90, or 0.3%, at $1,133.60 an ounce",No,"Analyze the news headline for any mention of price.
Options: No, Yes"
"gold settles up $2.90, or 0.3%, at $1,133.60 an ounce",Yes,"Does the news headline talk about price going up? 
Options: Yes, No"
"gold settles up $2.90, or 0.3%, at $1,133.60 an ounce",No,"Analyze the news headline for any mention of price staying constant.
Options: Yes, No"
"gold settles up $2.90, or 0.3%, at $1,133.60 an ounce",No,"Please determine if the news headline addresses price going down.
Options: No, Yes"
"gold settles up $2.90, or 0.3%, at $1,133.60 an ounce",Yes,"In the context of the news headline, is price in the past discussed?
Options: Yes, No"
"gold settles up $2.90, or 0.3%, at $1,133.60 an ounce",No,"Examine the news headline and decide if it includes price in the future.
Options: No, Yes"
"gold settles up $2.90, or 0.3%, at $1,133.60 an ounce",No,"Interpret the news headline to see if it mentions a general event (apart from prices) in the past.
Options: No, Yes"
"gold settles up $2.90, or 0.3%, at $1,133.60 an ounce",No,"Interpret the news headline to see if it mentions a general event (apart from prices) in the future.
Options: No, Yes"
"gold settles up $2.90, or 0.3%, at $1,133.60 an ounce",No,"Analyze the news headline for any mention of comparing gold with any other asset.
Options: Yes, No"
"Gold at 4-month lows, platinum nears $1,000/oz on China worries",No,"Assess if the news headline touches on price.
Options: Yes, No"
"Gold at 4-month lows, platinum nears $1,000/oz on China worries",No,"Review the news headline and determine if it relates to price going up.
Options: Yes, No"
"Gold at 4-month lows, platinum nears $1,000/oz on China worries",No,"Assess if the news headline touches on price staying constant.
Options: No, Yes"
"Gold at 4-month lows, platinum nears $1,000/oz on China worries",Yes,"Assess if the news headline touches on price going down.
Options: Yes, No"
"Gold at 4-month lows, platinum nears $1,000/oz on China worries",Yes,"Examine the news headline and decide if it includes price in the past.
Options: Yes, No"
"Gold at 4-month lows, platinum nears $1,000/oz on China worries",No,"Is the news headline related to price in the future?
Options: Yes, No"
"Gold at 4-month lows, platinum nears $1,000/oz on China worries",No,"Is the news headline related to a general event (apart from prices) in the past?
Options: Yes, No"
"Gold at 4-month lows, platinum nears $1,000/oz on China worries",No,"Is the news headline related to a general event (apart from prices) in the future?
Options: No, Yes"
"Gold at 4-month lows, platinum nears $1,000/oz on China worries",No,"Examine the news headline and decide if it includes comparing gold with any other asset.
Options: Yes, No"
gold falls 1.2% in electronic trade vs comex close,No,"Analyze the news headline for any mention of price.
Options: No, Yes"
gold falls 1.2% in electronic trade vs comex close,No,"Is the news headline related to price going up?
Options: Yes, No"
gold falls 1.2% in electronic trade vs comex close,No,"Consider the news headline - does it concern price staying constant?
Options: Yes, No"
gold falls 1.2% in electronic trade vs comex close,Yes,"Interpret the news headline to see if it mentions price going down.
Options: Yes, No"
gold falls 1.2% in electronic trade vs comex close,Yes,"Examine the news headline and decide if it includes price in the past.
Options: Yes, No"
gold falls 1.2% in electronic trade vs comex close,No,"Analyze the news headline for any mention of price in the future.
Options: No, Yes"
gold falls 1.2% in electronic trade vs comex close,No,"Interpret the news headline to see if it mentions a general event (apart from prices) in the past.
Options: Yes, No"
gold falls 1.2% in electronic trade vs comex close,No,"Assess if the news headline touches on a general event (apart from prices) in the future.
Options: Yes, No"
gold falls 1.2% in electronic trade vs comex close,No,"Interpret the news headline to see if it mentions comparing gold with any other asset.
Options: Yes, No"
gold etfs higher on weaker dollar,No,"Please determine if the news headline addresses price.
Options: No, Yes"
gold etfs higher on weaker dollar,Yes,"Does the news headline talk about price going up? 
Options: No, Yes"
gold etfs higher on weaker dollar,No,"Let me know if the news headline talks about price staying constant.
Options: Yes, No"
gold etfs higher on weaker dollar,No,"Examine the news headline and decide if it includes price going down.
Options: No, Yes"
gold etfs higher on weaker dollar,Yes,"Please determine if the news headline addresses price in the past.
Options: No, Yes"
gold etfs higher on weaker dollar,No,"In the context of the news headline, is price in the future discussed?
Options: Yes, No"
gold etfs higher on weaker dollar,No,"Please determine if the news headline addresses a general event (apart from prices) in the past.
Options: No, Yes"
gold etfs higher on weaker dollar,No,"Does the news headline talk about a general event (apart from prices) in the future? 
Options: Yes, No"
gold etfs higher on weaker dollar,Yes,"Assess if the news headline touches on comparing gold with any other asset.
Options: Yes, No"
10 nations that control the world's gold,No,"Does the news headline talk about price? 
Options: No, Yes"
10 nations that control the world's gold,No,"Analyze the news headline for any mention of price going up.
Options: No, Yes"
10 nations that control the world's gold,No,"Interpret the news headline to see if it mentions price staying constant.
Options: No, Yes"
10 nations that control the world's gold,No,"Review the news headline and determine if it relates to price going down.
Options: No, Yes"
10 nations that control the world's gold,No,"In the context of the news headline, is price in the past discussed?
Options: Yes, No"
10 nations that control the world's gold,No,"Examine the news headline and decide if it includes price in the future.
Options: No, Yes"
10 nations that control the world's gold,Yes,"Examine the news headline and decide if it includes a general event (apart from prices) in the past.
Options: Yes, No"
10 nations that control the world's gold,No,"Assess if the news headline touches on a general event (apart from prices) in the future.
Options: No, Yes"
10 nations that control the world's gold,No,"Interpret the news headline to see if it mentions comparing gold with any other asset.
Options: No, Yes"
"gold futures tap 15-year high, then pull back",No,"Does the news headline talk about price? 
Options: Yes, No"
"gold futures tap 15-year high, then pull back",Yes,"In the context of the news headline, is price going up discussed?
Options: No, Yes"
"gold futures tap 15-year high, then pull back",No,"Is the news headline related to price staying constant?
Options: Yes, No"
"gold futures tap 15-year high, then pull back",No,"Let me know if the news headline talks about price going down.
Options: No, Yes"
"gold futures tap 15-year high, then pull back",Yes,"Is the news headline related to price in the past?
Options: No, Yes"
"gold futures tap 15-year high, then pull back",No,"Is the news headline related to price in the future?
Options: No, Yes"
"gold futures tap 15-year high, then pull back",No,"Consider the news headline - does it concern a general event (apart from prices) in the past?
Options: No, Yes"
"gold futures tap 15-year high, then pull back",No,"Review the news headline and determine if it relates to a general event (apart from prices) in the future.
Options: No, Yes"
"gold futures tap 15-year high, then pull back",No,"Let me know if the news headline talks about comparing gold with any other asset.
Options: No, Yes"
gold loses more in electronic trade after fomc,No,"Is the news headline related to price?
Options: No, Yes"
gold loses more in electronic trade after fomc,No,"Is the news headline related to price going up?
Options: No, Yes"
gold loses more in electronic trade after fomc,No,"Let me know if the news headline talks about price staying constant.
Options: Yes, No"
gold loses more in electronic trade after fomc,Yes,"Let me know if the news headline talks about price going down.
Options: No, Yes"
gold loses more in electronic trade after fomc,Yes,"Does the news headline talk about price in the past? 
Options: No, Yes"
gold loses more in electronic trade after fomc,No,"Review the news headline and determine if it relates to price in the future.
Options: Yes, No"
gold loses more in electronic trade after fomc,No,"In the context of the news headline, is a general event (apart from prices) in the past discussed?
Options: No, Yes"
gold loses more in electronic trade after fomc,No,"Review the news headline and determine if it relates to a general event (apart from prices) in the future.
Options: No, Yes"
gold loses more in electronic trade after fomc,No,"Analyze the news headline for any mention of comparing gold with any other asset.
Options: Yes, No"
Gold falls from 3-month high ahead of Fed statement,No,"Is the news headline related to price?
Options: No, Yes"
Gold falls from 3-month high ahead of Fed statement,No,"Consider the news headline - does it concern price going up?
Options: No, Yes"
Gold falls from 3-month high ahead of Fed statement,No,"In the context of the news headline, is price staying constant discussed?
Options: No, Yes"
Gold falls from 3-month high ahead of Fed statement,Yes,"In the context of the news headline, is price going down discussed?
Options: Yes, No"
Gold falls from 3-month high ahead of Fed statement,Yes,"Does the news headline talk about price in the past? 
Options: No, Yes"
Gold falls from 3-month high ahead of Fed statement,No,"Does the news headline talk about price in the future? 
Options: No, Yes"
Gold falls from 3-month high ahead of Fed statement,No,"Does the news headline talk about a general event (apart from prices) in the past? 
Options: No, Yes"
Gold falls from 3-month high ahead of Fed statement,No,"Examine the news headline and decide if it includes a general event (apart from prices) in the future.
Options: Yes, No"
Gold falls from 3-month high ahead of Fed statement,No,"In the context of the news headline, is comparing gold with any other asset discussed?
Options: No, Yes"
gold futures pull back from 13-month high,No,"Review the news headline and determine if it relates to price.
Options: No, Yes"
gold futures pull back from 13-month high,No,"Is the news headline related to price going up?
Options: No, Yes"
gold futures pull back from 13-month high,No,"Is the news headline related to price staying constant?
Options: No, Yes"
gold futures pull back from 13-month high,Yes,"Interpret the news headline to see if it mentions price going down.
Options: No, Yes"
gold futures pull back from 13-month high,Yes,"Examine the news headline and decide if it includes price in the past.
Options: Yes, No"
gold futures pull back from 13-month high,No,"Does the news headline talk about price in the future? 
Options: Yes, No"
gold futures pull back from 13-month high,No,"Review the news headline and determine if it relates to a general event (apart from prices) in the past.
Options: Yes, No"
gold futures pull back from 13-month high,No,"In the context of the news headline, is a general event (apart from prices) in the future discussed?
Options: No, Yes"
gold futures pull back from 13-month high,No,"Is the news headline related to comparing gold with any other asset?
Options: No, Yes"
"gold futures drop, take cue from reversal in crude",No,"Examine the news headline and decide if it includes price.
Options: No, Yes"
"gold futures drop, take cue from reversal in crude",No,"Does the news headline talk about price going up? 
Options: No, Yes"
"gold futures drop, take cue from reversal in crude",No,"Does the news headline talk about price staying constant? 
Options: Yes, No"
"gold futures drop, take cue from reversal in crude",Yes,"Does the news headline talk about price going down? 
Options: Yes, No"
"gold futures drop, take cue from reversal in crude",Yes,"Examine the news headline and decide if it includes price in the past.
Options: No, Yes"
"gold futures drop, take cue from reversal in crude",No,"Assess if the news headline touches on price in the future.
Options: No, Yes"
"gold futures drop, take cue from reversal in crude",No,"Please determine if the news headline addresses a general event (apart from prices) in the past.
Options: No, Yes"
"gold futures drop, take cue from reversal in crude",No,"In the context of the news headline, is a general event (apart from prices) in the future discussed?
Options: No, Yes"
"gold futures drop, take cue from reversal in crude",Yes,"Analyze the news headline for any mention of comparing gold with any other asset.
Options: No, Yes"
"gold prices steady below 13-month high, fed speakers in focus",Yes,"Does the news headline talk about price? 
Options: No, Yes"
"gold prices steady below 13-month high, fed speakers in focus",No,"Please determine if the news headline addresses price going up.
Options: Yes, No"
"gold prices steady below 13-month high, fed speakers in focus",Yes,"Interpret the news headline to see if it mentions price staying constant.
Options: Yes, No"
"gold prices steady below 13-month high, fed speakers in focus",No,"Interpret the news headline to see if it mentions price going down.
Options: No, Yes"
"gold prices steady below 13-month high, fed speakers in focus",Yes,"Review the news headline and determine if it relates to price in the past.
Options: Yes, No"
"gold prices steady below 13-month high, fed speakers in focus",No,"Does the news headline talk about price in the future? 
Options: Yes, No"
"gold prices steady below 13-month high, fed speakers in focus",No,"In the context of the news headline, is a general event (apart from prices) in the past discussed?
Options: No, Yes"
"gold prices steady below 13-month high, fed speakers in focus",No,"Examine the news headline and decide if it includes a general event (apart from prices) in the future.
Options: No, Yes"
"gold prices steady below 13-month high, fed speakers in focus",No,"Analyze the news headline for any mention of comparing gold with any other asset.
Options: No, Yes"
Expect Gold to trade negative: Sushil Finance,No,"Review the news headline and determine if it relates to price.
Options: No, Yes"
Expect Gold to trade negative: Sushil Finance,No,"Let me know if the news headline talks about price going up.
Options: Yes, No"
Expect Gold to trade negative: Sushil Finance,No,"Consider the news headline - does it concern price staying constant?
Options: No, Yes"
Expect Gold to trade negative: Sushil Finance,Yes,"Analyze the news headline for any mention of price going down.
Options: No, Yes"
Expect Gold to trade negative: Sushil Finance,No,"In the context of the news headline, is price in the past discussed?
Options: Yes, No"
Expect Gold to trade negative: Sushil Finance,Yes,"Analyze the news headline for any mention of price in the future.
Options: No, Yes"
Expect Gold to trade negative: Sushil Finance,No,"Does the news headline talk about a general event (apart from prices) in the past? 
Options: Yes, No"
Expect Gold to trade negative: Sushil Finance,No,"Please determine if the news headline addresses a general event (apart from prices) in the future.
Options: Yes, No"
Expect Gold to trade negative: Sushil Finance,No,"Assess if the news headline touches on comparing gold with any other asset.
Options: Yes, No"
miners : gold investors target executives with less skin in the game,No,"Assess if the news headline touches on price.
Options: No, Yes"
miners : gold investors target executives with less skin in the game,No,"Assess if the news headline touches on price going up.
Options: Yes, No"
miners : gold investors target executives with less skin in the game,No,"Does the news headline talk about price staying constant? 
Options: No, Yes"
miners : gold investors target executives with less skin in the game,No,"Consider the news headline - does it concern price going down?
Options: No, Yes"
miners : gold investors target executives with less skin in the game,No,"Assess if the news headline touches on price in the past.
Options: No, Yes"
miners : gold investors target executives with less skin in the game,No,"In the context of the news headline, is price in the future discussed?
Options: Yes, No"
miners : gold investors target executives with less skin in the game,Yes,"In the context of the news headline, is a general event (apart from prices) in the past discussed?
Options: No, Yes"
miners : gold investors target executives with less skin in the game,No,"In the context of the news headline, is a general event (apart from prices) in the future discussed?
Options: Yes, No"
miners : gold investors target executives with less skin in the game,No,"Analyze the news headline for any mention of comparing gold with any other asset.
Options: Yes, No"
gold / silver / copper futures - weekly outlook: may 5 - 9,No,"Let me know if the news headline talks about price.
Options: Yes, No"
gold / silver / copper futures - weekly outlook: may 5 - 9,No,"In the context of the news headline, is price going up discussed?
Options: Yes, No"
gold / silver / copper futures - weekly outlook: may 5 - 9,No,"Does the news headline talk about price staying constant? 
Options: No, Yes"
gold / silver / copper futures - weekly outlook: may 5 - 9,No,"Assess if the news headline touches on price going down.
Options: Yes, No"
gold / silver / copper futures - weekly outlook: may 5 - 9,No,"Examine the news headline and decide if it includes price in the past.
Options: Yes, No"
gold / silver / copper futures - weekly outlook: may 5 - 9,No,"Is the news headline related to price in the future?
Options: Yes, No"
gold / silver / copper futures - weekly outlook: may 5 - 9,Yes,"Review the news headline and determine if it relates to a general event (apart from prices) in the past.
Options: No, Yes"
gold / silver / copper futures - weekly outlook: may 5 - 9,No,"Assess if the news headline touches on a general event (apart from prices) in the future.
Options: No, Yes"
gold / silver / copper futures - weekly outlook: may 5 - 9,Yes,"Let me know if the news headline talks about comparing gold with any other asset.
Options: Yes, No"
Gold futures post a gain of less than 0.1% for the week,No,"Does the news headline talk about price? 
Options: Yes, No"
Gold futures post a gain of less than 0.1% for the week,Yes,"Examine the news headline and decide if it includes price going up.
Options: Yes, No"
Gold futures post a gain of less than 0.1% for the week,No,"Assess if the news headline touches on price staying constant.
Options: Yes, No"
Gold futures post a gain of less than 0.1% for the week,No,"Is the news headline related to price going down?
Options: No, Yes"
Gold futures post a gain of less than 0.1% for the week,Yes,"Consider the news headline - does it concern price in the past?
Options: Yes, No"
Gold futures post a gain of less than 0.1% for the week,No,"Consider the news headline - does it concern price in the future?
Options: Yes, No"
Gold futures post a gain of less than 0.1% for the week,No,"Does the news headline talk about a general event (apart from prices) in the past? 
Options: Yes, No"
Gold futures post a gain of less than 0.1% for the week,No,"Consider the news headline - does it concern a general event (apart from prices) in the future?
Options: No, Yes"
Gold futures post a gain of less than 0.1% for the week,No,"Examine the news headline and decide if it includes comparing gold with any other asset.
Options: Yes, No"
