input,output,instruction
"在期末，以下哪项（内部）模拟财务报表被最后制定____。
A. 模拟损益表
B. 模拟股东权益表
C. 模拟现金预算
D. 模拟资产负债表
",D. 模拟资产负债表,以下是中国关于管理会计师考试的单项选择题，请选出其中的正确答案。
"分时图是指某一交易日内，按照时间顺序将对应的____进行连线所构成的行情图。
A. 期货申报价
B. 期货成交价
C. 期货收盘价
D. 期货结算价
",B. 期货成交价,以下是中国关于期货从业资格证考试的单项选择题，请选出其中的正确答案。
"合规管理的基本机制不包括____。
A. 合规绩效考核机制与合规问责机制
B. 诚信举报机制
C. 合规培训与教育制度
D. 审核机制
",D. 审核机制,以下是中国关于银行从业资格证考试的单项选择题，请选出其中的正确答案。
"我国现行的《企业会计准则》包括基本准则、具体准则和准则指南。在基本准则所规范的内容当中，不包括____。
A. 会计目标
B. 财务报表列报
C. 会计假设
D. 会计信息质量要求
",B. 财务报表列报,以下是中国关于中国精算师考试的单项选择题，请选出其中的正确答案。
"若企业的生产部门、采购部门都是成本中心，由于材料质量不合格造成的生产车间超过消耗定额成本差异部分应由谁来负担____。
A. 生产车间
B. 采购部门
C. 生产车间与采购部门共同
D. 厂部
",B. 采购部门,以下是中国关于成本会计学考试的单项选择题，请选出其中的正确答案。
"银行业务外包的意义不包括____。
A. 使银行获得了技术上的比较优势
B. 使银行提高了盈利能力
C. 使银行获得了节约成本的好处
D. 使银行能集中精力提高管理水平
",B. 使银行提高了盈利能力,以下是中国关于商业银行金融学考试的单项选择题，请选出其中的正确答案。
"已知$\alpha(12)=1.000281$, $\beta(12)=0.46811951$, $\alpha_{65}=9.89693$,假设死亡均匀分布。计算(65)退休每月期初1000的终生年金精算现值为____。
A. 113179
B. 113189
C. 113199
D. 113209
",A. 113179,以下是中国关于中国精算师考试的单项选择题，请选出其中的正确答案。
"在下面的风险因素中，属于心理风险因素的是____。
A. 汽车刹车系统失灵
B. 建筑物旁边的加油站
C. 驾驶员的粗心大意
D. 恶意欺诈
",C. 驾驶员的粗心大意,以下是中国关于保险学考试的单项选择题，请选出其中的正确答案。
"下列关于《外商投资法》的特色与创新的表述中，正确的是____。
A. 全面落实外商投资国民待遇原则
B. 从投资行为法转型为企业组织法
C. 仅适用于外商直接投资，不适用于间接投资
D. 相比外商投资促进和保护，更加强调对外商投资的管理
",A. 全面落实外商投资国民待遇原则,以下是中国关于经济法考试的单项选择题，请选出其中的正确答案。
"在直接标价法下，根据国际收支模型不可以判断____。
A. 汇率与本国物价成同方向变动
B. 汇率与本国收入成同方向变动
C. 汇率与本国利率成反方向变动
D. 汇率与外国收入成同方向变动
",D. 汇率与外国收入成同方向变动,以下是中国关于国际金融学考试的单项选择题，请选出其中的正确答案。
"世界银行集团所属的机构不包括____。
A. 国际开发协会
B. 国际金融公司
C. 国际复兴开发银行
D. 多边投资保险机构
",D. 多边投资保险机构,以下是中国关于国际金融学考试的单项选择题，请选出其中的正确答案。
"下列各项中，不属于审计的前提条件的是____。
A. 管理层向注册会计师提供必要的工作条件
B. 存在可接受的财务报告编制基础
C. 管理层认可并理解其对财务报表承担的责任
D. 管理层愿意接受非无保留意见的审计报告
",D. 管理层愿意接受非无保留意见的审计报告,以下是中国关于注册会计师考试的单项选择题，请选出其中的正确答案。
"下列有关注册会计师了解被审计单位性质的说法中，错误的是____。
A. 了解被审计单位筹资活动，有助于注册会计师评估被审计单位在融资方面的压力，并进一步考虑被审计单位在可预见未来的持续经营能力
B. 了解被审计单位所有权结构，有助于注册会计师识别关联方关系并了解被审计单位的决策过程
C. 了解被审计单位治理结构，有助于注册会计师关注被审计单位在经营策略和方向上的重大变化
D. 了解被审计单位经营活动，有助于注册会计师识别预期在财务报表中反映的主要交易类别、重要账户余额和列报
",C. 了解被审计单位治理结构，有助于注册会计师关注被审计单位在经营策略和方向上的重大变化,以下是中国关于注册会计师考试的单项选择题，请选出其中的正确答案。
"在合并财务报表的编制中，抵消固定资产内部交易中包含的未实现利润不会涉及的财务报表项目是____。
A. 营业收入
B. 财务费用
C. 营业外收入
D. 未分配利润——年初
",B. 财务费用,以下是中国关于高级财务会计考试的单项选择题，请选出其中的正确答案。
"对于100名学生某一门课程的成绩，若想得到四分之一分位数、中位数与四分之三分位数，以下____描述统计的办法更有效。
A. 直方图
B. 茎叶图
C. 饼图
D. 点图
",B. 茎叶图,以下是中国关于统计学考试的单项选择题，请选出其中的正确答案。
"在支付过程中，因一方拒绝或无力清偿债务而使另一方或其他当事者蒙受损失的可能性被称为____。
A. 信用风险
B. 流动性风险
C. 系统风险
D. 法律风险
",A. 信用风险,以下是中国关于中央银行学考试的单项选择题，请选出其中的正确答案。
"关于计算财产转让个人所得税时可扣除的财产原值，下列表述正确的是____。
A. 拍卖受赠获得的物品，原值为该拍卖品的市场价值
B. 拍卖通过拍卖行拍得的物品，原值为该物品的评估价值
C. 拍卖祖传的藏品，原值为该拍卖品的评估价值
D. 拍卖从画廊购买的油画，原值为购买拍卖品时实际支付的价款
",D. 拍卖从画廊购买的油画，原值为购买拍卖品时实际支付的价款,以下是中国关于税法考试的单项选择题，请选出其中的正确答案。
"法律的适用有哪些基本原则____。
A. 法无规定不溯及既往、法律面前人人平等、法律保护诚信、法律禁止滥用权利
B. 法无规定不溯及既往、法律保护诚信、法律禁止滥用权利、法律面前人人平等
C. 法无规定不溯及既往、法律禁止滥用权利、法律面前人人平等、法律保护诚信
D. 法律面前人人平等、法律保护诚信、法无规定不溯及既往、法律禁止滥用权利
",A. 法无规定不溯及既往、法律面前人人平等、法律保护诚信、法律禁止滥用权利,以下是中国关于经济法考试的单项选择题，请选出其中的正确答案。
"Chassen公司是一家饼干和曲奇生产商，6月份该公司的单位成本信息如下所示：变动制造成本 5.00，变动营销成本 3.50，固定制造成本 2.00，	固定营销成本 4.00，6月份公司共生产了100000单位产品，其中有10000单位产品仍保留在期末存货中。Chassen公司采用先进先出(FIFO)存货计价法，这10000单位产品是月底唯一的成品存货。采用全部吸收成本法，Chassen公司的成品存货价值应为____。
A. 50000
B. 70000
C. 85000
D. 145000
",B. 70000,以下是中国关于管理会计师考试的单项选择题，请选出其中的正确答案。
"间接标价法下，如果英镑的汇率是2美元，那么美元的汇率是____。
A. 2英镑
B. 1英镑
C. 0.5英镑
D. 无法确定
",C. 0.5英镑,以下是中国关于宏观经济学考试的单项选择题，请选出其中的正确答案。
"杜邦财务分析体系的核心指标是____。
A. 总资产报酬率
B. 可持续增长率
C. ROE
D. 销售利润率
",C. ROE,以下是中国关于商业银行金融学考试的单项选择题，请选出其中的正确答案。
"企业生产销售的下列产品中，属于消费税征税范围的是____。
A. 电动汽车
B. 体育用鞭炮药引线
C. 销售价格为9000元的手表
D. 铅蓄电池
",D. 铅蓄电池,以下是中国关于税法考试的单项选择题，请选出其中的正确答案。
"____是金融衍生产品中相对简单的一种，交易双方约定在未来特定日期按既定的价格购买或出售某项资产。
A. 金融期货合约
B. 金融期权合约
C. 金融远期合约
D. 金融互换协议
",C. 金融远期合约,以下是中国关于金融工程学考试的单项选择题，请选出其中的正确答案。
"财政执行经济稳定职能的主要工具不包括____。
A. 预算收支政策
B. 内在稳定器
C. 政策的选择
D. 发行货币
",D. 发行货币,以下是中国关于财政学考试的单项选择题，请选出其中的正确答案。
"能通过多样化投资策略来分散和回避的风险被称为____。
A. 市场风险
B. 非系统性风险
C. 系统性风险
D. 道德风险
",B. 非系统性风险,以下是中国关于金融市场学考试的单项选择题，请选出其中的正确答案。
"当今世界各国普遍采用的避免国际重复征税的方法是____。
A. 扣除法
B. 免税法
C. 抵免法
D. 税收饶让
",C. 抵免法,以下是中国关于财政学考试的单项选择题，请选出其中的正确答案。
"M国F汽车公司看好亚洲国家汽车市场的发展潜力，便与J国A汽车公司结成战略联盟，以此作为进入亚洲汽车市场的桥梁，这一战略联盟结成的动因是____。
A. 避免经营风险
B. 避免或减少竞争
C. 促进技术创新
D. 开拓新的市场
",D. 开拓新的市场,以下是中国关于公司战略与风险管理考试的单项选择题，请选出其中的正确答案。
"公共需要的特征不包括____。
A. 社会成员享用不需要付出代价。
B. 公共需要是可以无差别地共同享用的需要。
C. 满足公共需要是政府的职责，因此，只能通过政府征税和收费以支撑提供的公共物品。
D. 公共需要是社会公众的共同需要，并非普通意义上的数学加总。
",A. 社会成员享用不需要付出代价。,以下是中国关于财政学考试的单项选择题，请选出其中的正确答案。
"调整企业资金结构并不能____。
A. 降低财务风险
B. 降低经营风险
C. 降低资金成本
D. 增强融资弹性
",B. 降低经营风险,以下是中国关于公司金融学考试的单项选择题，请选出其中的正确答案。
"下列预算中，属于财务预算的是____。
A. 销售预算
B. 生产预算
C. 产品成本预算
D. 现金预算
",D. 现金预算,以下是中国关于财务管理学考试的单项选择题，请选出其中的正确答案。
"其他条件不变，债券久期与债券的____正相关。
A. 到期期限
B. 票面利率
C. 到期收益率
D. 上述说法都正确
",A. 到期期限,以下是中国关于投资学考试的单项选择题，请选出其中的正确答案。
"通过影响商业银行放款能力来发挥作用的工具是____。
A. 公开市场业务
B. 再贴现率
C. 流动性比率
D. 存款准备率
",D. 存款准备率,以下是中国关于货币金融学考试的单项选择题，请选出其中的正确答案。
"已知经营杠杆系数为4，每年的固定成本为9万元，利息费用为1万元，则利息保障倍数为____。
A. 2
B. 2.5
C. 3
D. 4
",C. 3,以下是中国关于财务管理学考试的单项选择题，请选出其中的正确答案。
"我国财政政策目标主要有____。
A. 扩大就业、物价稳定、经济增长和公平分配
B. 充分就业、物价稳定、经济增长和公平分配
C. 充分就业、物价稳定、经济增长和公平再分配
D. 充分就业、物价稳定、经济增长和均匀分配
",B. 充分就业、物价稳定、经济增长和公平分配,以下是中国关于财政学考试的单项选择题，请选出其中的正确答案。
"____被公认为是全球第一家以公司形式运作的创业投资基金。
A. 美国创业投资协会（NVCA）
B. 美国小企业管理局（SBA）
C. “小企业投资公司计划”（SBIC）
D. 美国研究与发展公司（ARD）
",D. 美国研究与发展公司（ARD）,以下是中国关于基金从业资格证考试的单项选择题，请选出其中的正确答案。
"如果方差膨胀因子$VIF=100$，那认为什么问题是最严重的____。
A. 异方差问题
B. 序列相关问题
C. 多重共线性问题
D. 解释变量与随机项的相关性
",C. 多重共线性问题,以下是中国关于计量经济学考试的单项选择题，请选出其中的正确答案。
"下列关于市场准入的说法，不正确的是____。
A. 市场准入是指监管部门采取行政许可手段审查、批准市场主体可以进入某一领域并从事相关活动的机制
B. 机构准入是指依据法定标准，批准银行机构法人或其分支机构的设立
C. 业务准入是指按照盈利性原则，批准银行机构的业务范围和开办新的业务品种
D. 高级管理人员的准入，是指对银行机构高级管理人员任职资格的核准或认可
",C. 业务准入是指按照盈利性原则，批准银行机构的业务范围和开办新的业务品种,以下是中国关于银行从业资格证考试的单项选择题，请选出其中的正确答案。
"按照政府间职能分配的原则，以下职能中不应由中央政府承担的是____。
A. 在经济衰退时期扩张经济
B. 建立社会保障体系
C. 消防工作
D. 本国某城市申办奥运会
",C. 消防工作,以下是中国关于财政学考试的单项选择题，请选出其中的正确答案。
"考虑三张一年期的保单A，B，C，保费都为1000元。保单A在2009年6月1日签单，保单B在2008年7月1日签单，保单C在2007年6月10日签单。在2009年12月31日，利用七十八法则计算未到期责任准备金，结果为____。
A. 小于200
B. 大于等于200，小于250
C. 大于等于250，小于300
D. 大于等于300，小于350
",A. 小于200,以下是中国关于中国精算师考试的单项选择题，请选出其中的正确答案。
"已办理贴现的银行承兑汇票到期办理委托收款时，贴现银行应在银行承兑汇票的背书栏签章为____。
A. 汇票专用章和机构负责人名章
B. 行政公章和经办人名章
C. 结算专用章和经办人名章
D. 财务专用章和经办人章
",A. 汇票专用章和机构负责人名章,以下是中国关于商业银行金融学考试的单项选择题，请选出其中的正确答案。
"设离散型随机变量$\xi$的分布律为$P\{\xi=k\}=\frac{A}{3^{k}\timesk!}$，$k=0,1,2,3,\cdots$则常数$A$应为____。
A. $e^{\frac{1}{3}}$
B. $e^{\frac{-1}{3}}$
C. $e^{-3}$
D. $e^{3}$
",B. $e^{\frac{-1}{3}}$,以下是中国关于统计学考试的单项选择题，请选出其中的正确答案。
"根据物权法律制度的规定，下列各项中，属于《民法典》物权编上物的是____。
A. 太阳
B. 月亮
C. 星星
D. 海域
",D. 海域,以下是中国关于经济法考试的单项选择题，请选出其中的正确答案。
"____是指企业结束经营活动，处置资产并进行分配的行为。
A. 退出
B. 清算
C. 整理
D. 并购
",B. 清算,以下是中国关于基金从业资格证考试的单项选择题，请选出其中的正确答案。
"就统计的范围而言，正确表达了货币账户三个层次间的关系的是____。
A. 金融概览>货币当局资产负债表>货币概览
B. 金融概览>货币概览>货币当局资产负债表
C. 货币概览>货币当局资产负债表>金融概览
D. 货币概览>金融概览>货币当局资产负债表
",B. 金融概览>货币概览>货币当局资产负债表,以下是中国关于中央银行学考试的单项选择题，请选出其中的正确答案。
"下列关于税务行政处罚权设定的表述中，符合税法规定的是____。
A. 县级税务机关可以设定警告
B. 税务行政规章对非经营活动中的违法行为设定罚款不得超过1000元
C. 省级税务机关可以设定罚款
D. 国家税务总局可以通过规章的形式设定除限制人身自由以外的税务行政处罚
",B. 税务行政规章对非经营活动中的违法行为设定罚款不得超过1000元,以下是中国关于税法考试的单项选择题，请选出其中的正确答案。
"流动性最强的金融资产是____。
A. 银行活期存款
B. 居民储蓄存款
C. 银行定期存款
D. 现金
",D. 现金,以下是中国关于货币金融学考试的单项选择题，请选出其中的正确答案。
"下列关于会计假设说法中不正确的是____
A. 会计基本假设包括会计主体、持续经营、会计分期和货币计量
B. 会计主体必然是一个法律主体，法律主体不ー定是一个会计主体
C. 企业会计的确认、计量、记录和报告应当以权责发生制为基础
D. 我国一个完整的会计年度是指公历的一个年度
",B. 会计主体必然是一个法律主体，法律主体不ー定是一个会计主体,以下是中国关于会计考试的单项选择题，请选出其中的正确答案。
"持有货币的机会成本是____。
A. 汇率
B. 流通速度
C. 名义利率
D. 实际利率
",C. 名义利率,以下是中国关于货币金融学考试的单项选择题，请选出其中的正确答案。
"保险经营的基本原则不包括____。
A. 经济核算原则
B. 随行就市原则
C. 薄利多销原则
D. 盈利性原则
",D. 盈利性原则,以下是中国关于保险学考试的单项选择题，请选出其中的正确答案。
"下列产品中，在计算缴纳消费税时准许扣除外购应税消费品已纳消费税的是____。
A. 外购已税烟丝连续生产的卷烟
B. 外购已税游艇生产的应税游艇
C. 外购已税溶剂油生产的应税涂料
D. 外购已税摩托车生产的应税摩托车
",A. 外购已税烟丝连续生产的卷烟,以下是中国关于注册会计师考试的单项选择题，请选出其中的正确答案。
"如果连续增加某种要素的投入量，则在总产量达到最大时，边际产量曲线____。
A. 与纵轴相交
B. 经过原点
C. 与平均产量曲线相交
D. 与横轴相交
",D. 与横轴相交,以下是中国关于微观经济学考试的单项选择题，请选出其中的正确答案。
"个体工商户发生的下列支出中允许在个人所得税税前扣除的是____。
A. 用于家庭的支出
B. 非广告性质赞助支出
C. 生产经营过程中发生的财产转让损失
D. 已缴纳的增值税税款
",C. 生产经营过程中发生的财产转让损失,以下是中国关于税法考试的单项选择题，请选出其中的正确答案。
"根据我国《保险法》，必须经被保险人的书面同意并认可保险金额（父母为其未成年子女投保者除外），才能生效的人身保险合同是____。
A. 以生存为给付保险金条件的合同
B. 以死亡为给付保险金条件的合同
C. 以残废为给付保险金条件的合同
D. 以残废为给付保险金条件的合同
",B. 以死亡为给付保险金条件的合同,以下是中国关于保险学考试的单项选择题，请选出其中的正确答案。
"甲公司是一家玩具生产厂商。为了维持行业第一的地位，甲公司利用庞大的研发团队，不断开发出新款智能型玩具，并深受消费者喜爱。根据上述材料分析，甲公司采用的密集型战略为____。
A. 市场渗透战略
B. 市场开发战略
C. 产品开发战略
D. 多元化战略
",C. 产品开发战略,以下是中国关于公司战略与风险管理考试的单项选择题，请选出其中的正确答案。
"下列增值税应税服务项目中，应按照“租赁服务”计征增值税的是____。
A. 融资性售后回租
B. 写字楼广告位出租
C. 航空运输的湿租业务
D. 提供会议场地及配套服务
",B. 写字楼广告位出租,以下是中国关于注册会计师考试的单项选择题，请选出其中的正确答案。
"通过持有另一种金融工具的相反头寸来降低投资风险的技术称作____。
A. 投机
B. 套利
C. 对冲
D. 多样化
",C. 对冲,以下是中国关于管理会计师考试的单项选择题，请选出其中的正确答案。
"下列各项关于投资性房地产初始计量的表述中，不正确的是____。
A. 无论采用公允价值模式还是成本模式对投资性房地产进行后续计量，均应按照实际成本对投资性房地产进行初始计量
B. 只有采用公允价值模式进行后续计量的投资性房地产，取得时按照公允价值进行初始计量
C. 自行建造投资性房地产的成本，由建造该项资产达到预定可使用状态前所发生的必要支出构成
D. 外购投资性房地产的成本，包括购买价款、相关税费和可直接归属于该资产的其他支出
",B. 只有采用公允价值模式进行后续计量的投资性房地产，取得时按照公允价值进行初始计量,以下是中国关于中级财务会计考试的单项选择题，请选出其中的正确答案。
"产品单位成本分析的重点是____。
A. 直接工资项目的分析
B. 制造费用项目的分析
C. 直接材料成本项目的分析
D. 管理费用项目的分析
",C. 直接材料成本项目的分析,以下是中国关于成本会计学考试的单项选择题，请选出其中的正确答案。
"下列关于信托业务的分类，说法错误的是____。
A. 根据信托财产形态的不同，可以分为资金信托和财产信托
B. 根据委托人人数的不同，可以分为单一信托和集合信托
C. 根据受托人职责的不同，可以分为主动管理信托和被动管理信托
D. 根据财产分配方式的不同，可以分为融资类信托和投资类信托
",D. 根据财产分配方式的不同，可以分为融资类信托和投资类信托,以下是中国关于银行从业资格证考试的单项选择题，请选出其中的正确答案。
"在资金成本的计算中，不必考虑筹资费用影响因素的是____。
A. 长期借款成本
B. 留存收益成本
C. 债券成本
D. 普通股成本
",B. 留存收益成本,以下是中国关于公司金融学考试的单项选择题，请选出其中的正确答案。
"风险与保险的关系是____。
A. 有保险才有风险
B. 有风险才有保险
C. 风险和保险是同时产生的
D. 就好象先有鸡后有蛋、还是先有蛋后有鸡一样说不清楚
",B. 有风险才有保险,以下是中国关于保险学考试的单项选择题，请选出其中的正确答案。
"下列各担保形式中，____是指借款人或第三人在不转移财产占有权的情况下，将财产作为债权的担保，银行持有抵押财产的担保权益，当借款人不履行借款合同时，银行有权以该财产折价或者以拍卖、变卖该财产的价款优先受偿。
A. 保证
B. 抵押
C. 质押
D. 定金
",B. 抵押,以下是中国关于银行从业资格证考试的单项选择题，请选出其中的正确答案。
"成本费用利润率，无论采用那种形式计算都是产品销售利润或营业利润或利润总额对____。
A. 成本的比率
B. 成本费用的比率
C. 费用的比率
D. 产值的比率
",B. 成本费用的比率,以下是中国关于成本会计学考试的单项选择题，请选出其中的正确答案。
"尽管借款人目前有能力偿还贷款本息，但存在一些可能对偿还产生不利影响因素的贷款是____。
A. 损失类贷款
B. 可疑类贷款
C. 次级类贷款
D. 关注类贷款
",D. 关注类贷款,以下是中国关于商业银行金融学考试的单项选择题，请选出其中的正确答案。
"某保单每月赔款次数可看做均值未知的泊松分布。已知如果前一个月没有赔案发生时，未来一个月的预期赔案次数的参数估计为1/30；如果前两个月没有赔案发生时，未来一个月的预期赔案次数的参数估计为1/55。如果前三个月没有赔案发生时，未来一个月的预期赔案次数的参数估计为____。
A. 1/70
B. 1/75
C. 1/80
D. 1/85
",C. 1/80,以下是中国关于中国精算师考试的单项选择题，请选出其中的正确答案。
"下列关于我国金融资产管理公司的说法不正确的是____。
A. 设立时以最大限度保全资产、减少损失为主要经营目标
B. 我国四家金融资产管理公司组织形式上的发展方向是实行股份制改造
C. 我国四家金融资产管理公司业务上的发展方向是实行完全的政策性经营
D. 1999年我国成立的四家金融资产管理公司分别是信达资产管理公司、长城资产管理公司、东方资产管理公司和华融资产管理公司
",C. 我国四家金融资产管理公司业务上的发展方向是实行完全的政策性经营,以下是中国关于金融学考试的单项选择题，请选出其中的正确答案。
"商业银行持有的资本是否能够充分覆盖风险，取决于两方面的因素____。
A. 持有资本的数量(资本充足率计算公式的分子)，面临的实际风险水平(资本充足率计算公式的分母)
B. 持有资本的数量(资本充足率计算公式的分母)，面临的实际风险水平(资本充足率计算公式的分子)
C. 持有资本的变化量(资本充足率计算公式的分子)，预期风险水平(资本充足率计算公式的分母)
D. 预期风险水平(资本充足率计算公式的分母)，持有资本的变化量(资本充足率计算公式的分子)
",A. 持有资本的数量(资本充足率计算公式的分子)，面临的实际风险水平(资本充足率计算公式的分母),以下是中国关于银行从业资格证考试的单项选择题，请选出其中的正确答案。
"在进行风险评估时，注册会计师通常采用的审计程序是____。
A. 财务报表与其所依据的会计记录相核对
B. 实施分析程序以识别异常的交易或事项，以及对财务报表和审计产生影响的金额、比率和趋势
C. 对应收账款进行函证
D. 以人工方式或使用计算机辅助审计技术，对记录或文件中的数据计算准确性进行核对
",B. 实施分析程序以识别异常的交易或事项，以及对财务报表和审计产生影响的金额、比率和趋势,以下是中国关于审计学考试的单项选择题，请选出其中的正确答案。
"根据《企业所得税法》的规定，下列各项中属于非居民企业的是____。
A. 依法在外国成立但实际管理机构在中国境内的企业
B. 在中国境内成立的外商独资企业
C. 依照外国法律成立，在中国境内未设立机构、场所，但有来源于中国境内所得的企业
D. 依法在中国境外成立，在中国境内未设立机构、场所，也没有来源于中国境内所得的企业
",C. 依照外国法律成立，在中国境内未设立机构、场所，但有来源于中国境内所得的企业,以下是中国关于税法考试的单项选择题，请选出其中的正确答案。
"Playtime玩具公司预计来年将会销售200000件洋娃娃。期初库存为12000件，期末目标的库存量为15000件。每件洋娃娃需要从外部供应商采购一双（2只）鞋子。期初的鞋子库存为20000只，期末目标的库存量为18000只。请问下一年中公司将要采购多少只鞋子____。
A. 396000
B. 398000
C. 402000
D. 404000
",D. 404000,以下是中国关于管理会计师考试的单项选择题，请选出其中的正确答案。
"下面关于外汇看跌期权的表述中，错误的是____。
A. 合约买方拥有卖出外汇的权利
B. 合约买方拥有买入外汇的权利
C. 合约卖方承担买入外汇的义务
D. 合约买方支付的期权费不能收回
",B. 合约买方拥有买入外汇的权利,以下是中国关于国际金融学考试的单项选择题，请选出其中的正确答案。
"张先生辞去月薪1000元的工作，取出自有存款100000元(月息1$\%$)，办一家独资企业，如果不考虑商业风险，则张先生自办企业按月计算的机会成本是____元。
A. 2000
B. 10000
C. 1000
D. 101000
",A. 2000,以下是中国关于中国精算师考试的单项选择题，请选出其中的正确答案。
"某公司计划在明年实现销售收入200000元，销售税率为8$\%$，明年的目标利润为30000元，则企业的目标成本为____。
A. 170000元
B. 167600元
C. 154000元
D. 140000元
",C. 154000元,以下是中国关于成本会计学考试的单项选择题，请选出其中的正确答案。
"随着资本主义大工业的出现和发展，价值规律的实现形式也发生了变化，商品不再以价值而是以生产价格为基础进行交换。作为商品价值的转化形式，生产价格是____。
A. 生产成本与平均利润之和
B. 生产中实际耗费的不变资本和可变资本之和
C. .商品价值与劳动力成本之和
D. 所用资本与所费资本之和
",A. 生产成本与平均利润之和,以下是中国关于政治经济学考试的单项选择题，请选出其中的正确答案。
"6月份，某交易者以200美元/吨的价格卖出4手(25吨/手)执行价格为4000美元/吨的3个月期铜看跌期权。期权到期时，标的期铜价格为4170美元/吨，则该交易者的净损益为____。
A. -20000美元
B. 20000美元
C. -37000美元
D. 37000美元
",B. 20000美元,以下是中国关于期货从业资格证考试的单项选择题，请选出其中的正确答案。
"商业银行对市场风险管理的三个层次不包括____。
A. 董事会
B. 高级管理层
C. 监事会
D. 股东大会
",D. 股东大会,以下是中国关于银行从业资格证考试的单项选择题，请选出其中的正确答案。
"资本主义生产的目的是获得利润。不同生产部门的资本家之间为了得到尽可能多的利润必然展开激烈的竞争从而导致利润平均化。平均利润形成后____。
A. 超额利润便消失了
B. 商品价值就转化为生产价格
C. 价值规律的实现形式没有发生变化
D. 每一个部门获得的利润都等于该部门生产的剩余价值
",B. 商品价值就转化为生产价格,以下是中国关于政治经济学考试的单项选择题，请选出其中的正确答案。
"面值债券XYZ的修正期是6年，下列关于债的说法哪项是正确的____。
A. 如果市场收益率上升1$\%$，债券价格下降60美元
B. 如果市场收益率上升1$\%$，债券价格上升50美元
C. 如果市场收益率上升1$\%$，债券价格下降50美元
D. 如果市场收益率上升1$\%$，债券价格上升60美元
",A. 如果市场收益率上升1$\%$，债券价格下降60美元,以下是中国关于投资学考试的单项选择题，请选出其中的正确答案。
"资本完全流动的情况下，下列哪项论述是正确的____。
A. 在浮动汇率下，扩张性的货币政策引起资本外流，出口减少
B. 在浮动汇率下，扩张性的财政政策引起资本外流，出口减少
C. 在固定汇率下，扩张性的货币政策引起利率不变，收入增加
D. 在固定汇率下，扩张性的财政政策引起利率不变，收入增加
",D. 在固定汇率下，扩张性的财政政策引起利率不变，收入增加,以下是中国关于国际经济学考试的单项选择题，请选出其中的正确答案。
"中国银行业协会的维权职责不包括____。
A. 提出银行业有关政策、立法和行业规划等方面的建议
B. 组织制定行业标准、业务规范及银行业专业人员职业资格考试
C. 组织会员开展行业维权调查
D. 建立与中国银保监会等有关部门的沟通机制
",B. 组织制定行业标准、业务规范及银行业专业人员职业资格考试,以下是中国关于银行从业资格证考试的单项选择题，请选出其中的正确答案。
"下列有关注册会计师针对“回函可靠性”的考虑中，错误的是____。
A. 通过邮寄方式收到的回函，注册会计师可以验证""被询证者确认的询证函是否是原件，是否与注册会计师发出询证函是同一份""等信息
B. 通过跟函方式收到的回函，注册会计师可以观察处理询证函的人员是否按照处理函证的正常流程认真处理询证函
C. 以电子形式收到的回函，注册会计师必须要求被询证者提供回函文件
D. 在收到对询证函口头回复的情况下，注册会计师必须要求被询证者提供直接书面回复
",C. 以电子形式收到的回函，注册会计师必须要求被询证者提供回函文件,以下是中国关于审计学考试的单项选择题，请选出其中的正确答案。
"决定短期国际间资本流动的主要因素是各国的____。
A. 收入水平
B. 利率水平
C. 价格水平
D. 进、出口差额
",B. 利率水平,以下是中国关于宏观经济学考试的单项选择题，请选出其中的正确答案。
"在总需求—总供给模型中，若总需求的变动只引起价格水平的变动，不会引起收入变动，那么这时的总供给曲线是_____。
A. 长期总供给曲线
B. 短期总供给曲线
C. 都有可能
D. 都不可能
",A. 长期总供给曲线,以下是中国关于宏观经济学考试的单项选择题，请选出其中的正确答案。
"在执行首次审计业务时，下列各项审计程序中，通常无法为期初余额提供审计证据的是____。
A. 阅读被审计单位近期财务报表
B. 检查上期期末余额是否已正确结转至本期
C. 查阅前任注册会计师的审计工作底稿
D. 对本期发生额和期末余额实施实质性程序
",D. 对本期发生额和期末余额实施实质性程序,以下是中国关于注册会计师考试的单项选择题，请选出其中的正确答案。
"证券发行者自己组织销售的证券发行方式是____。
A. 直接发行
B. 间接发行
C. 代理发行
D. 公开发行
",A. 直接发行,以下是中国关于货币金融学考试的单项选择题，请选出其中的正确答案。
"企业发生的下列交易或事项中，不会引起当期资本公积（资本溢价）发生变动的是____。
A. 以资本公积转增股本
B. 根据董事会决议，每2股缩为1股
C. 授予员工股票期权在等待期内确认相关费用
D. 同一控制下企业合并中取得被合并方净资产份额小于所支付对价账面价值
",C. 授予员工股票期权在等待期内确认相关费用,以下是中国关于成本会计学考试的单项选择题，请选出其中的正确答案。
"政府会计由预算会计和财务会计构成，下列关于政府会计的表述中，错误的是____。
A. 预算会计实行收付实现制，财务会计实行权责发生制
B. 政府会计主体应当建立预算会计和财务会计两套账分别反映政府会计主体的预算执行信息和财务信息
C. 政府会计应当实现预算会计和财务会计双重功能
D. 政府会计主体应当以预算会计核算生成的数据为基础编制政府决算报告，以财务会计核算生成的数据为基础编制政府财务报告
",B. 政府会计主体应当建立预算会计和财务会计两套账分别反映政府会计主体的预算执行信息和财务信息,以下是中国关于会计考试的单项选择题，请选出其中的正确答案。
"现代企业制度主要以____为代表。
A. 业主制企业
B. 合伙制企业
C. 公司制企业
D. 以上三者都不是
",C. 公司制企业,以下是中国关于公司金融学考试的单项选择题，请选出其中的正确答案。
