input,output,instruction
"In handling any confidential information , Bank will exercise the same degree of care that it exercises for its own proprietary information , but disclosure of information may be made ( i ) to Bank ' s subsidiaries or affiliates in connection with their business with Borrower , ( ii ) to prospective transferees or purchasers of any interest in the Loans , ( iii ) as required by law , regulation , subpoena , or other order , ( iv ) as required in connection with Bank ' s examination or audit and ( v ) as Bank considers appropriate exercising remedies under this Agreement .","Bank is an organization, Bank is an organization, Borrower is a person, Bank is an organization, Bank is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Confidential information does not include information that either : ( a ) is in the public domain or in Bank ' s possession when disclosed to Bank , or becomes part of the public domain after disclosure to Bank ; or ( b ) is disclosed to Bank by a third party , if Bank does not know that the third party is prohibited from disclosing the information .","Bank is an organization, Bank is an organization, Bank is an organization, Bank is an organization, Bank is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"This Agreement shall become effective only when it shall have been executed by Borrower and Bank ( provided , however , in no event shall this Agreement become effective until signed by an officer of Bank in California ).","Borrower is a person, Bank is an organization, Bank is an organization, California is a location.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"In any action or proceeding between Borrower and Bank arising out of the Loan Documents , the prevailing party will be entitled to recover its reasonable attorneys ' fees and other costs and expenses incurred , in addition to any other relief to which it may be entitled .","Borrower is a person, Bank is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
""" ACCOUNTS "" are all existing and later arising accounts , contract rights , and other obligations owed Borrower in connection with its sale or lease of goods ( including licensing software and other technology ) or provision of services , all credit insurance , guaranties , other security and all merchandise returned or reclaimed by Borrower and Borrower ' s Books relating to any of the foregoing .","Borrower is a person, Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
""" BANK EXPENSES "" are all audit fees and expenses and reasonable costs or expenses ( including reasonable attorneys ' fees and expenses ) for preparing , negotiating , administering , defending and enforcing the Loan Documents ( including appeals or Insolvency Proceedings ).",BANK is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
""" BORROWER ' S BOOKS "" are all Borrower ' s books and records including ledgers , records regarding Borrower ' s assets or liabilities , the Collateral , business operations or financial condition and all computer programs or discs or any equipment containing the information .","BORROWER is a person, Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
""" BUSINESS DAY "" is any day that is not a Saturday , Sunday or a day on which the Bank is closed .",Bank is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
""" CODE "" is the Massachusetts Uniform Commercial Code .",Massachusetts is a location.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
""" CREDIT EXTENSION "" is each Equipment Advance or any other extension of credit by Bank for Borrower ' s benefit .","Bank is an organization, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
""" ELIGIBLE EQUIPMENT "" is general purpose computer equipment , office equipment , test and laboratory equipment , furnishings , and , subject to the limitations set forth below , Other Equipment that complies with all of Borrower ' s representations and warranties to Bank and which is acceptable to Bank in all respects .","Borrower is a person, Bank is an organization, Bank is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
Unless otherwise agreed to by Bank : not more than 25 % of the Equipment financed with the proceeds of each Equipment Advance shall consist of Other Equipment .,Bank is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Equipment to be located outside of the United States shall be limited to a maximum of $ 150 , 000 .",United States is a location.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
""" EQUIPMENT "" is all present and future machinery , equipment , tenant improvements , furniture , fixtures , vehicles , tools , parts and attachments in which Borrower has any interest .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
""" ERISA "" is the Employment Retirement Income Security Act of 1974 , and its regulations .",ERISA is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
""" FUNDING DATE "" is any date on which an Equipment Advance is made to or on account of Borrower .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
""" INSOLVENCY PROCEEDING "" are proceedings by or against any Person under the United States Bankruptcy Code , or any other bankruptcy or insolvency law , including assignments for the benefit of creditors , compositions , extensions generally with its creditors , or proceedings seeking reorganization , arrangement , or other relief .",United States is a location.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
""" LOAN DOCUMENTS "" are , collectively , this Agreement , any note , or notes or guaranties executed by Borrower or Guarantor , and any other present or future agreement between Borrower and / or for the benefit of Bank in connection with this Agreement , all as amended , extended or restated .","Borrower is a person, Borrower is a person, Bank is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
""" OBLIGATIONS "" are debts , principal , interest , Bank Expenses and other amounts Borrower owes Bank now or later , including letters of credit and exchange contracts and including interest accruing after Insolvency Proceedings begin and debts , liabilities , or obligations of Borrower assigned to Bank .","Bank is an organization, Borrower is a person, Bank is an organization, Borrower is a person, Bank is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
""" OTHER EQUIPMENT "" is leasehold improvements , intangible property such as computer software and software licenses , equipment specifically designed or manufactured for Borrower , other intangible property , limited use property and other similar property and soft costs , including sales tax , freight and installation expenses .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
""" PRIME RATE "" is Bank ' s most recently announced "" prime rate ,"" even if it is not Bank ' s lowest rate .","Bank is an organization, Bank is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
""" RESPONSIBLE OFFICER "" is each of the Chief Executive Officer , the President , the Chief Financial Officer and the Controller of Borrower .","Chief Financial Officer is an organization, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
""" STATED COST "" is ( i ) with respect to new equipment , the original cost to Borrower of the item of new equipment net of any and all freight , installation , tax and other soft costs or ( ii ) with respect to used equipment , the net book value assigned to such item of used equipment by Bank , after consultation with Borrower , at the time of the making of the equipment Advance such item of used equipment .","Borrower is a person, Bank is an organization, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
""" SUBORDINATED DEBT "" is debt incurred by Borrower subordinated to Borrowers debt to Bank ( and identified as subordinated by Borrower and Bank ).","Borrower is a person, Bank is an organization, Borrower is a person, Bank is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
BORROWER :,BORROWER is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Akamai Technologies , Inc .",Akamai Technologies is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
By : / s / Paul Sagan ----------------------------- Title : VP and COO ---------------------------,Paul Sagan is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
BANK :,BANK is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"SILICON VALLEY BANK , doing business as SILICON VALLEY EAST","SILICON VALLEY BANK is an organization, SILICON VALLEY is a location.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
By : / s / Nancy E . Funkhouser ----------------------------- Title : Assistant Vice President ---------------------------,Nancy E is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
SILICON VALLEY BANK,SILICON VALLEY is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"By : / s / [ illegible ] ----------------------------- Title : AVP --------------------------- executed in Santa Clara County , California",Santa Clara is a location.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Dated March 31 , 2007 Thinkplus Investments Limited ( as the Lender ) AND Airland International Limited Bizexpress Limited ( as the Borrower ) Loan Agreement Contents","Thinkplus Investments Limited is an organization, Lender is a person, Airland International Limited Bizexpress Limited is an organization, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
Page Article Article 1 Definitions 3 Article 2 Loan 5 Article 3 Security for the Loan 6 Article 4 Representations and Warranties by the Company 6 Article 5 Representations and Warranties by the Borrower 7 Article 6 Confidentiality 8 Article 7 Taxes and Expenses 8 Article 8 Succession and Assignment 8 Article 9 Notices 8 Article 10 Applicable Law and Dispute Resolution 9 Article 11 Effectiveness,Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"9 THIS LOAN AGREEMENT ("" this Agreement "") is entered into by and between the parties below in Beijing , China as of March 31 , 2007 : Thinkplus Investments Limited ., a corporation incorporated under the laws of the Cayman Islands , whose registered address is Codan Trust Company ( Cayman ) Limited , Century Yard , Cricket Square , Hutchins Drive , P . O .","Beijing is a location, China is a location, Thinkplus Investments Limited is an organization, Cayman Islands is a location, Codan Trust Company is a location, Cayman is a location, Century Yard is a location, Cricket Square is a location, Hutchins Drive is a location.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Box 2681GT , George Town , Grand Cayman , British West Indies , hereinafter referred to as the "" Company ""; Airland International Limited , a corporation incorporated under the laws of the British Virgin Islands , whose registered address is 2nd floor , Abbott Building Road Town , Tortola , British Virgin Islands , hereinafter referred to as the "" Airland ""; AND Bizexpress Limited , a corporation incorporated under the laws of the British Virgin Islands , whose registered address is 2nd floor , Abbott Building Road Town , Tortola , British Virgin Islands , hereinafter referred to as the "" Bizexpress "" Airland and Bizexpress are collectively referred to as the "" Borrower "".","George Town is a location, Grand Cayman is a location, British West Indies is a location, Airland International Limited is an organization, British Virgin Islands is a location, 2nd floor is a location, Abbott Building Road Town is a location, Tortola is a location, British Virgin Islands is a location, Bizexpress Limited is a location, British Virgin Islands is a location, 2nd floor is a location, Abbott Building Road Town is a location, Tortola is a location, British Virgin Islands is a location, Bizexpress is an organization, Airland is an organization, Bizexpress is an organization, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"The Company and the Borrower are collectively referred to as the "" Parties "" and individually as a "" Party "".",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"The Company and the Borrower have signed the Subscription Agreement ( as defined below ) on the date of this Agreement and Worksoft , Zhang Jilun and Shi Rongbin have signed the Equity Transfer Contract ( as defined below ) on the date of this Agreement ;","Borrower is a person, Worksoft is an organization, Zhang Jilun is a person, Shi Rongbin is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Subject to the terms and conditions of this Agreement , the Company agrees to provide the Loan to the Borrower and the Borrower agrees to pledge part of its shares in the Company to the Company as a security for the Loan .","Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"( a ) "" Account "" means the USD account opened by the Borrower outside of China for the Loan .","Borrower is a person, China is a location.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"( b ) "" Business Day "" means any day other than a Saturday , a Sunday or a day on which banks in the PRC or Hong Kong Special Administrative Region ("" Hong Kong "") are authorized or obliged by applicable law to be closed .","Hong Kong Special Administrative Region is a location, Hong Kong is a location.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
""" Funding Date "" means the 7th working day after Worksoft is registered as a",Worksoft is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
shareholder of Shanghai Solutions and holds the 75 % equity interest of Shanghai Solutions and one representative appointed by Worksoft is registered as the director of Shanghai Solutions .,"Shanghai Solutions is an organization, Shanghai Solutions is an organization, Worksoft is an organization, Shanghai Solutions is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"( e ) "" Equity Transfer Contract "" means the Equity Transfer Contract signed by Worksoft Creative Software Technology Ltd . ("" Worksoft "", a wholly owned subsidiary of the Company in China ), Zhang Jilun and Shi Rongbin with respect to Zhang Jilun and Shi Rongbin transferring part of their equity interests in Shanghai Solutions Software Co ., Ltd . ("" Shanghai Solutions "") to Worksoft on the date of this Agreement .","Worksoft Creative Software Technology Ltd is an organization, Worksoft is an organization, China is a location, Zhang Jilun is a person, Shi Rongbin is a person, Zhang Jilun is a person, Shi Rongbin is a person, Shanghai Solutions Software Co is an organization, Shanghai Solutions is an organization, Worksoft is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"( f ) "" PRC "" means the People ' s Republic of China excluding , for the purpose of this Agreement , Hong Kong Special Administrative Region , Macao Special Administrative Region and Taiwan .","Republic of China is a location, Hong Kong Special Administrative Region is a location, Macao Special Administrative Region is a location, Taiwan is a location.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"( k ) "" Subscription Agreement "" means the Subscription Agreement regarding the issue by the Company of the Shares and the Stock Options to the Borrower signed by the Company and the Borrower on the date of this Agreement .","Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"( n ) "" USD "" means US dollars , the lawful currency of the United State of America .",United State of America is a location.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"2 . 1 Loan Subject to Article 3 of this Agreement , the Company hereby undertakes to grant to the Borrower , and the Borrower agrees to borrow from the Company , a loan in an aggregate amount of no more than the USD equivalent to RMB 20 , 000 , 000 ( the "" Loan ""), in which the USD equivalent to RMB 14 , 613 , 000 shall be granted to Airland and the USD equivalent to RMB 5 , 387 , 000 shall be granted to Bizexpress .","Borrower is a person, Borrower is a person, Airland is an organization, Bizexpress is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
( a ) The Borrower shall inform the Company in writing of account information on the date preceding the Funding Date .,Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"( b ) On the Funding Date , the Borrower shall issue a receipt to the Company evidencing that it has fully received the Loan .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
( c ) The Loan shall be granted to the Borrower in USD .,Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
The exchange rate between USD and RMB shall be the exchange rate published by the People ' s Bank of China on the date preceding the Funding Date .,Bank of China is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
2 . 4 Repayment of the Loan The Borrower shall fully repay the Loan and the accrued interest according to the following arrangement on the First Repayment Date and / or the Second Repayment Date :,Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
( i ) The Borrower shall make the first repayment on the First Repayment Date ;,Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"If the Tranche B Cash Payment is equal to or more than the Loan ( including accrued interest ), the Borrower does not need to repay the Loan and the Loan shall be deemed as having been repaid in full ;",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"the difference between the Loan ( including accrued interest ) and Tranche B Cash Payment ("" Tranche B Repayment "") shall be repaid by the Borrower to the Company on the Second Repayment Date .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"( b ) Second Repayment On the Second Repayment Date , the Borrower makes the second repayment , i . e .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"3 . 1 Security for the Loan To secure the Loan provided by the Company to the Borrower , the Borrower agrees to pledge all the Tranche A Shares to the Company on the Funding Date as a security for the Loan and upon request by the Company , to sign all documents and take all actions necessary or appropriate to effect such pledge .","Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
Article 4 Representations and Warranties by the Company The Company represents and warrants to the Borrower that each of the following representations is true and accurate and not misleading in any material respect on the date of this Agreement and will be true and accurate and not misleading in any material respect as at the Funding Date :,Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
Article 5 Representations and Warranties by the Borrower The Borrower represents and warrants to the Company that each of the following representations is true and accurate and not misleading in any material respect on the date of this Agreement and will be true and accurate and not misleading in any material respect as at the Funding Date and the Repayment Date :,"Borrower is a person, Borrower is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
( a ) The Borrower shall bear any and all tax obligations arising from this Agreement and the Loan contemplated thereby in accordance with related laws and regulations ;,Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"( b ) If the Company is required to pay any tax by any law , regulation or government department due to this Agreement and the Loan contemplated thereby , such tax shall be borne by the Borrower .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"7 . 2 Expenses The Company and the Borrower shall pay their own legal and other costs and expenses in connection with the negotiation , preparation , execution and completion of this Agreement and other related documentation .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Without the prior written consent of the Company , the Borrower shall not transfer any of its rights or obligations under this Agreement .",Borrower is a person.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
": Sidney X . Huang Address : 3F , No . 8 Building , Zhongguancun Software Park , Beijing , China Fax : 86 ( 10 ) 8282 - 5058 If to Airland : Attn .","Sidney X . Huang is a person, 3F is a location, Zhongguancun Software Park is a location, Beijing is a location, China is a location, Airland is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
": Zhang Jilun Address : Rm . 701 , 36 #, Lane 100 , Tianlin East Road , Shanghai Fax : 86 ( 10 ) 5424 - 8771 If to Bizexperss : Attn .","Zhang Jilun is a person, 36 is a location, Lane 100 is a location, Tianlin East Road is a location, Shanghai is a location, Bizexperss is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
": Shi Rongbin Address : Rm . 501 , 44 #, Lane 345 , Guidu Road , Shanghai Fax : 86 ( 10 ) 5424 - 8771 Article 10 Applicable Law and Dispute Resolution","Shi Rongbin is a person, 44 is a location, Lane 345 is a location, Guidu Road is a location, Shanghai is a location.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
10 . 1 Applicable Law This Agreement shall be governed by and construed by the laws of Hong Kong .,Hong Kong is a location.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"In case no resolution can be reached within thirty ( 30 ) days after a Party makes a request for resolution , such Party may refer such dispute to Hong Kong International Arbitration Center for arbitration in accordance with its arbitration rules then in effect .",Hong Kong International Arbitration Center is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
Company Thinkplus Investments Limited By : / s / Chen Shuning Name : Chen Shuning Title : Chairman Borrower Airland International Limited By : / s / Zhang Jilun Name : Zhang Jilun Title : Director Bizexpress Limited By : / s / Shi Rongbin Name : Shi Rongbin Title : Director,"Thinkplus Investments Limited is an organization, Chen Shuning is a person, Chen Shuning is a person, Borrower is a person, Airland International Limited is an organization, Zhang Jilun is a person, Zhang Jilun is a person, Bizexpress Limited is an organization, Shi Rongbin is a person, Shi Rongbin is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"THIS LOAN AGREEMENT , dated as of September 1 , 2003 , is entered into between PENINSULA PORTS AUTHORITY OF VIRGINIA , a body politic and corporate and a political subdivision of the Commonwealth of Virginia ( the "" Issuer ""), and DOMINION TERMINAL ASSOCIATES , a Virginia general partnership ( the "" Company "").","PENINSULA PORTS AUTHORITY is an organization, VIRGINIA is a location, Commonwealth of Virginia is a location, DOMINION TERMINAL ASSOCIATES is an organization, Virginia general partnership is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Chapter 46 of the Acts of Assembly of 1952 of the Commonwealth of Virginia , as amended and supplemented ( the "" Act ""), authorizes the Issuer to issue revenue bonds for any of its purposes and to issue bonds to refund such revenue bonds .",Commonwealth of Virginia is a location.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"The Issuer proposes to issue its $ 43 , 160 , 000 Coal Terminal Revenue Refunding Bonds ( Dominion Terminal Associates Project - Brink ' s Issue ) Series 2003 ( the "" Bonds "") pursuant to the Indenture ( defined below ) in order to refund the Issuer ' s Coal Terminal Revenue Refunding Bonds ( Dominion Terminal Associates Project ) Series 1992 ( the "" 1992 Bonds ""), all on the terms and conditions set forth in this Loan Agreement .","Dominion Terminal Associates is an organization, Dominion Terminal Associates is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
""" Indenture "" means the Indenture of Trust relating to the Bonds , dated as of the date of this Loan Agreement , between the Issuer and Wachovia Bank , National Association , as Trustee , as amended or supplemented from time to time in accordance with its terms .","Wachovia Bank is an organization, National Association is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"( a ) The Issuer ( i ) is a body politic and corporate and a political subdivision of the Commonwealth , duly organized and existing under the laws of the Commonwealth , ( ii ) has full power and authority to enter into and to consummate the transactions contemplated by this Loan Agreement , the Fifth Supplemental Lease and the Indenture , ( iii ) to the best of its knowledge is not in default under any provisions of the laws of the Commonwealth , ( iv ) by proper corporate action has duly authorized the execution and delivery of this Loan Agreement , the Bonds , the Fifth Supplemental Lease and the Indenture , and ( v ) had and continues to have full legal right , power and authority to enter into and consummate the transactions contemplated by the Lease .","Commonwealth is a location, Commonwealth is a location, Commonwealth is a location.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
( f ) The Issuer is not in default under any of the provisions of the laws of the Commonwealth which would affect its existence or its powers referred to in subsection ( a ) of this Section .,Commonwealth is a location.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"( a ) The Company ( i ) is a general partnership duly organized under the laws of the Commonwealth , ( ii ) has full power to own its properties and conduct its business , ( iii ) has full power and authority to enter into and to consummate the transactions contemplated by this Loan Agreement , the Assignment and the Fifth Supplemental Lease , ( iv ) by proper action has duly authorized the execution and delivery of this Loan Agreement , the Assignment and the Fifth Supplemental Lease , and ( v ) had and continues to have full legal right , power and authority to enter into and to consummate the transactions contemplated by the Lease .",Commonwealth is a location.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"The Company will pay directly to the Bank , in accordance with the reimbursement agreement pursuant to which such Letter of Credit was issued , amounts owed with respect to Reimbursement Obligations .",Bank is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
( f ) The Company will receive a credit against the amounts payable to the Trustee under this Section for any amounts paid directly to the Trustee by Pittston Coal Terminal Corporation pursuant to the Assignment or by the Parent Company pursuant to the Parent Company Guaranty .,Pittston Coal Terminal Corporation is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"( b ) The fees and expenses of the Trustee , any Paying Agent , the Remarketing Agent and all other fiduciaries and agents serving under the Indenture ( including any expenses in connection with any redemption of the Bonds ), and all fees and expenses , including attorneys ' fees , of the Trustee and any Paying Agent for any extraordinary services rendered by them under the Indenture .",Remarketing Agent is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"All such fees and expenses are to be paid directly to the Trustee , Paying Agent , the Remarketing Agent or other fiduciary or agent for its own account as and when such fees and expenses become due and payable .","Paying Agent is an organization, Remarketing Agent is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Pursuant to the Assignment , the Company will assign to the Issuer all of the Company ' s right , title and interest in and to the payments to be made by Pittston Coal Terminal Corporation with respect to the Bonds under Section 3 . 2 ( a )( ix ) of the Throughput Agreement .",Pittston Coal Terminal Corporation is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"Until the principal of and interest on the Bonds have been fully paid or provision for their payment made in accordance with the Indenture , the Company ( i ) will not suspend or discontinue any payments provided for in Section 5 . 1 , ( ii ) will perform all its other agreements in this Loan Agreement , and ( iii ) will not terminate this Loan Agreement for any cause including any acts or circumstances that may constitute failure of consideration , destruction of or damage to the Project , commercial frustration of purpose , any change in the laws of the United States or of the Commonwealth or any political subdivision of either or any failure of the Issuer to perform any of its agreements , whether express or implied , or any duty , liability or obligation arising from or connected with this Loan Agreement .","United States is a location, Commonwealth is a location.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"The Company will maintain its existence as a general partnership under the laws of the Commonwealth and will not merge or consolidate with , or sell or otherwise transfer to another legal entity all or substantially all of its assets as an entirety and / or dissolve unless ( i ) there is a surviving , resulting or transferee legal entity organized and existing under the laws of the United States , any state or the District of Columbia , which is solvent and ( if not the Company ) assumes in writing all the obligations of the Company under this Loan Agreement and ( ii ) the Company or the surviving or transferee entity is not immediately after such merger , consolidation or transfer in default in any material respect under this Loan Agreement ; provided , however , this will not be construed as prohibiting changes in the ownership interests of the Partners in the Company .","Commonwealth is a location, United States is a location, Columbia is a location.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"The Company covenants and agrees to notify the Trustee , the Issuer and , if a Letter of Credit is in effect , the Bank of the occurrence of any event of which the Company has notice which would require the Company to prepay the amounts due under this Loan Agreement because of a redemption resulting from a determination of taxability .",Bank is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"The issuance of the Bonds will not directly or indirectly or contingently obligate the Issuer , the Commonwealth or any of its political subdivisions to levy or pledge any form of taxation whatever or to make any appropriation for their payment .",Commonwealth is a location.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"After the issuance of the Bonds , this Loan Agreement may not be effectively amended or terminated without the written consent of the Trustee and , if a Letter of Credit is in effect , the Bank and in accordance with the provisions of the Indenture .",Bank is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
This Loan Agreement will be governed by and construed in accordance with the laws of the Commonwealth .,Commonwealth is a location.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"It is specifically understood and agreed that the liability of the Company is limited to the Company ' s interest in the obligations of Pittston Coal Terminal Corporation to make payments with respect to the Bonds under Section 3 . 2 ( a )( ix ) of the Throughput Agreement and is payable solely from those payments and collateral , if any , specifically pledged for such purpose .",Pittston Coal Terminal Corporation is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
Section 10 . 12 Limited Nature of Company ' s Obligations ; Pittston Terminal ' s Liability for Obligations of the Company ; Certain Decisions Regarding the Bonds .,Pittston Terminal is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"As provided in the Throughput Agreement and the Agreement Regarding 2003 Brink ' s Bonds , dated as of August 15 , 2003 , among the Company , the Partners and Pittston Terminal , all of the Company ' s obligations with respect to the Bonds are payable solely from payments received by the Company from Pittston Terminal pursuant to the Throughput Agreement and Pittston Terminal shall act as the agent of the Company for purposes of making certain Company decisions relating to the Bonds .","Pittston Terminal is an organization, Pittston Terminal is an organization, Pittston Terminal is an organization.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
PENINSULA PORTS AUTHORITY OF VIRGINIA,PENINSULA PORTS AUTHORITY is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
By : / s / Robert E . Yancey ----------------------------------------- Chairman,"Robert E is a person, Yancey is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
"DOMINION TERMINAL ASSOCIATES , a General Partnership",DOMINION TERMINAL ASSOCIATES is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
By : / s / Charles E . Brinley ----------------------------------------- President,"Charles E is a person, Brinley is a person.","Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
The Dominion Terminal Associates coal facility is sized to have an annual throughput of approximately 20 million tons per year .,The Dominion Terminal Associates is an organization.,"Please extract entities and their types from the input sentence, entity types should be chosen from {person/organization/location}."
