input,output,instruction
"2 . 1 Loan Subject to Article 3 of this Agreement , the Company hereby undertakes to grant to the Borrower , and the Borrower agrees to borrow from the Company , a loan in an aggregate amount of no more than the USD equivalent to RMB 20 , 000 , 000 ( the "" Loan ""), in which the USD equivalent to RMB 14 , 613 , 000 shall be granted to Airland and the USD equivalent to RMB 5 , 387 , 000 shall be granted to Bizexpress .",organization,"In the context of the input sentence, examine and categorize the entity type of 'Bizexpress'.
Options: organization, person, location"
"2 . 1 Loan Subject to Article 3 of this Agreement , the Company hereby undertakes to grant to the Borrower , and the Borrower agrees to borrow from the Company , a loan in an aggregate amount of no more than the USD equivalent to RMB 20 , 000 , 000 ( the "" Loan ""), in which the USD equivalent to RMB 14 , 613 , 000 shall be granted to Airland and the USD equivalent to RMB 5 , 387 , 000 shall be granted to Bizexpress .",organization,"Utilize the input text as context to explore and ascertain the entity type of 'Bizexpress'.
Options: location, person, organization"
"2 . 1 Loan Subject to Article 3 of this Agreement , the Company hereby undertakes to grant to the Borrower , and the Borrower agrees to borrow from the Company , a loan in an aggregate amount of no more than the USD equivalent to RMB 20 , 000 , 000 ( the "" Loan ""), in which the USD equivalent to RMB 14 , 613 , 000 shall be granted to Airland and the USD equivalent to RMB 5 , 387 , 000 shall be granted to Bizexpress .",organization,"Leverage the input sentence to evaluate and define the entity type for 'Bizexpress'.
Options: organization, location, person"
"2 . 1 Loan Subject to Article 3 of this Agreement , the Company hereby undertakes to grant to the Borrower , and the Borrower agrees to borrow from the Company , a loan in an aggregate amount of no more than the USD equivalent to RMB 20 , 000 , 000 ( the "" Loan ""), in which the USD equivalent to RMB 14 , 613 , 000 shall be granted to Airland and the USD equivalent to RMB 5 , 387 , 000 shall be granted to Bizexpress .",organization,"Considering the input sentence as context, inspect and classify the entity type of 'Bizexpress'.
Options: organization, location, person"
"2 . 1 Loan Subject to Article 3 of this Agreement , the Company hereby undertakes to grant to the Borrower , and the Borrower agrees to borrow from the Company , a loan in an aggregate amount of no more than the USD equivalent to RMB 20 , 000 , 000 ( the "" Loan ""), in which the USD equivalent to RMB 14 , 613 , 000 shall be granted to Airland and the USD equivalent to RMB 5 , 387 , 000 shall be granted to Bizexpress .",organization,"With the input sentence as a backdrop, scrutinize and determine the entity type of 'Bizexpress'.
Options: location, person, organization"
"2 . 1 Loan Subject to Article 3 of this Agreement , the Company hereby undertakes to grant to the Borrower , and the Borrower agrees to borrow from the Company , a loan in an aggregate amount of no more than the USD equivalent to RMB 20 , 000 , 000 ( the "" Loan ""), in which the USD equivalent to RMB 14 , 613 , 000 shall be granted to Airland and the USD equivalent to RMB 5 , 387 , 000 shall be granted to Bizexpress .",organization,"Interpreting the input sentence as context, specify the entity type for 'Bizexpress'.
Options: person, organization, location"
"2 . 1 Loan Subject to Article 3 of this Agreement , the Company hereby undertakes to grant to the Borrower , and the Borrower agrees to borrow from the Company , a loan in an aggregate amount of no more than the USD equivalent to RMB 20 , 000 , 000 ( the "" Loan ""), in which the USD equivalent to RMB 14 , 613 , 000 shall be granted to Airland and the USD equivalent to RMB 5 , 387 , 000 shall be granted to Bizexpress .",organization,"Assessing the input sentence as context, label the entity type of 'Bizexpress'.
Options: person, organization, location"
"2 . 1 Loan Subject to Article 3 of this Agreement , the Company hereby undertakes to grant to the Borrower , and the Borrower agrees to borrow from the Company , a loan in an aggregate amount of no more than the USD equivalent to RMB 20 , 000 , 000 ( the "" Loan ""), in which the USD equivalent to RMB 14 , 613 , 000 shall be granted to Airland and the USD equivalent to RMB 5 , 387 , 000 shall be granted to Bizexpress .",organization,"In the input sentence, determine the entity type for 'Bizexpress'.
Options: location, person, organization"
"2 . 1 Loan Subject to Article 3 of this Agreement , the Company hereby undertakes to grant to the Borrower , and the Borrower agrees to borrow from the Company , a loan in an aggregate amount of no more than the USD equivalent to RMB 20 , 000 , 000 ( the "" Loan ""), in which the USD equivalent to RMB 14 , 613 , 000 shall be granted to Airland and the USD equivalent to RMB 5 , 387 , 000 shall be granted to Bizexpress .",organization,"Within the input text, identify the entity type of 'Bizexpress'.
Options: location, organization, person"
"2 . 1 Loan Subject to Article 3 of this Agreement , the Company hereby undertakes to grant to the Borrower , and the Borrower agrees to borrow from the Company , a loan in an aggregate amount of no more than the USD equivalent to RMB 20 , 000 , 000 ( the "" Loan ""), in which the USD equivalent to RMB 14 , 613 , 000 shall be granted to Airland and the USD equivalent to RMB 5 , 387 , 000 shall be granted to Bizexpress .",organization,"Analyze the input sentence to find the entity type of 'Bizexpress'.
Options: person, location, organization"
"2 . 1 Loan Subject to Article 3 of this Agreement , the Company hereby undertakes to grant to the Borrower , and the Borrower agrees to borrow from the Company , a loan in an aggregate amount of no more than the USD equivalent to RMB 20 , 000 , 000 ( the "" Loan ""), in which the USD equivalent to RMB 14 , 613 , 000 shall be granted to Airland and the USD equivalent to RMB 5 , 387 , 000 shall be granted to Bizexpress .",organization,"Check the input sentence for the entity type associated with 'Bizexpress'.
Options: person, organization, location"
"2 . 1 Loan Subject to Article 3 of this Agreement , the Company hereby undertakes to grant to the Borrower , and the Borrower agrees to borrow from the Company , a loan in an aggregate amount of no more than the USD equivalent to RMB 20 , 000 , 000 ( the "" Loan ""), in which the USD equivalent to RMB 14 , 613 , 000 shall be granted to Airland and the USD equivalent to RMB 5 , 387 , 000 shall be granted to Bizexpress .",organization,"Explore the input sentence to ascertain the entity type of 'Bizexpress'.
Options: person, organization, location"
"2 . 1 Loan Subject to Article 3 of this Agreement , the Company hereby undertakes to grant to the Borrower , and the Borrower agrees to borrow from the Company , a loan in an aggregate amount of no more than the USD equivalent to RMB 20 , 000 , 000 ( the "" Loan ""), in which the USD equivalent to RMB 14 , 613 , 000 shall be granted to Airland and the USD equivalent to RMB 5 , 387 , 000 shall be granted to Bizexpress .",organization,"Examine the input text to classify the entity type of 'Bizexpress'.
Options: location, person, organization"
"2 . 1 Loan Subject to Article 3 of this Agreement , the Company hereby undertakes to grant to the Borrower , and the Borrower agrees to borrow from the Company , a loan in an aggregate amount of no more than the USD equivalent to RMB 20 , 000 , 000 ( the "" Loan ""), in which the USD equivalent to RMB 14 , 613 , 000 shall be granted to Airland and the USD equivalent to RMB 5 , 387 , 000 shall be granted to Bizexpress .",organization,"Scrutinize the input sentence to define the entity type of 'Bizexpress'.
Options: organization, person, location"
( a ) The Borrower shall inform the Company in writing of account information on the date preceding the Funding Date .,person,"What is the entity type of 'Borrower' in the input sentence.
Options: location, person, organization"
( a ) The Borrower shall inform the Company in writing of account information on the date preceding the Funding Date .,person,"With the input text as context, identify the entity type of 'Borrower'.
Options: location, person, organization"
( a ) The Borrower shall inform the Company in writing of account information on the date preceding the Funding Date .,person,"Using the input sentence as a reference, analyze and specify the entity type of 'Borrower'.
Options: person, location, organization"
( a ) The Borrower shall inform the Company in writing of account information on the date preceding the Funding Date .,person,"In the context of the input sentence, examine and categorize the entity type of 'Borrower'.
Options: organization, location, person"
( a ) The Borrower shall inform the Company in writing of account information on the date preceding the Funding Date .,person,"Utilize the input text as context to explore and ascertain the entity type of 'Borrower'.
Options: location, person, organization"
( a ) The Borrower shall inform the Company in writing of account information on the date preceding the Funding Date .,person,"Leverage the input sentence to evaluate and define the entity type for 'Borrower'.
Options: person, location, organization"
( a ) The Borrower shall inform the Company in writing of account information on the date preceding the Funding Date .,person,"Considering the input sentence as context, inspect and classify the entity type of 'Borrower'.
Options: organization, person, location"
( a ) The Borrower shall inform the Company in writing of account information on the date preceding the Funding Date .,person,"With the input sentence as a backdrop, scrutinize and determine the entity type of 'Borrower'.
Options: location, organization, person"
( a ) The Borrower shall inform the Company in writing of account information on the date preceding the Funding Date .,person,"Interpreting the input sentence as context, specify the entity type for 'Borrower'.
Options: person, organization, location"
( a ) The Borrower shall inform the Company in writing of account information on the date preceding the Funding Date .,person,"Assessing the input sentence as context, label the entity type of 'Borrower'.
Options: person, location, organization"
( a ) The Borrower shall inform the Company in writing of account information on the date preceding the Funding Date .,person,"In the input sentence, determine the entity type for 'Borrower'.
Options: location, organization, person"
( a ) The Borrower shall inform the Company in writing of account information on the date preceding the Funding Date .,person,"Within the input text, identify the entity type of 'Borrower'.
Options: person, location, organization"
( a ) The Borrower shall inform the Company in writing of account information on the date preceding the Funding Date .,person,"Analyze the input sentence to find the entity type of 'Borrower'.
Options: person, location, organization"
( a ) The Borrower shall inform the Company in writing of account information on the date preceding the Funding Date .,person,"Check the input sentence for the entity type associated with 'Borrower'.
Options: person, organization, location"
( a ) The Borrower shall inform the Company in writing of account information on the date preceding the Funding Date .,person,"Explore the input sentence to ascertain the entity type of 'Borrower'.
Options: organization, person, location"
( a ) The Borrower shall inform the Company in writing of account information on the date preceding the Funding Date .,person,"Examine the input text to classify the entity type of 'Borrower'.
Options: person, location, organization"
( a ) The Borrower shall inform the Company in writing of account information on the date preceding the Funding Date .,person,"Scrutinize the input sentence to define the entity type of 'Borrower'.
Options: location, organization, person"
"( b ) On the Funding Date , the Borrower shall issue a receipt to the Company evidencing that it has fully received the Loan .",person,"What is the entity type of 'Borrower' in the input sentence.
Options: person, location, organization"
"( b ) On the Funding Date , the Borrower shall issue a receipt to the Company evidencing that it has fully received the Loan .",person,"With the input text as context, identify the entity type of 'Borrower'.
Options: location, organization, person"
"( b ) On the Funding Date , the Borrower shall issue a receipt to the Company evidencing that it has fully received the Loan .",person,"Using the input sentence as a reference, analyze and specify the entity type of 'Borrower'.
Options: organization, person, location"
"( b ) On the Funding Date , the Borrower shall issue a receipt to the Company evidencing that it has fully received the Loan .",person,"In the context of the input sentence, examine and categorize the entity type of 'Borrower'.
Options: organization, person, location"
"( b ) On the Funding Date , the Borrower shall issue a receipt to the Company evidencing that it has fully received the Loan .",person,"Utilize the input text as context to explore and ascertain the entity type of 'Borrower'.
Options: person, organization, location"
"( b ) On the Funding Date , the Borrower shall issue a receipt to the Company evidencing that it has fully received the Loan .",person,"Leverage the input sentence to evaluate and define the entity type for 'Borrower'.
Options: organization, person, location"
"( b ) On the Funding Date , the Borrower shall issue a receipt to the Company evidencing that it has fully received the Loan .",person,"Considering the input sentence as context, inspect and classify the entity type of 'Borrower'.
Options: location, person, organization"
"( b ) On the Funding Date , the Borrower shall issue a receipt to the Company evidencing that it has fully received the Loan .",person,"With the input sentence as a backdrop, scrutinize and determine the entity type of 'Borrower'.
Options: organization, person, location"
"( b ) On the Funding Date , the Borrower shall issue a receipt to the Company evidencing that it has fully received the Loan .",person,"Interpreting the input sentence as context, specify the entity type for 'Borrower'.
Options: person, organization, location"
"( b ) On the Funding Date , the Borrower shall issue a receipt to the Company evidencing that it has fully received the Loan .",person,"Assessing the input sentence as context, label the entity type of 'Borrower'.
Options: location, person, organization"
"( b ) On the Funding Date , the Borrower shall issue a receipt to the Company evidencing that it has fully received the Loan .",person,"In the input sentence, determine the entity type for 'Borrower'.
Options: person, location, organization"
"( b ) On the Funding Date , the Borrower shall issue a receipt to the Company evidencing that it has fully received the Loan .",person,"Within the input text, identify the entity type of 'Borrower'.
Options: person, organization, location"
"( b ) On the Funding Date , the Borrower shall issue a receipt to the Company evidencing that it has fully received the Loan .",person,"Analyze the input sentence to find the entity type of 'Borrower'.
Options: person, location, organization"
"( b ) On the Funding Date , the Borrower shall issue a receipt to the Company evidencing that it has fully received the Loan .",person,"Check the input sentence for the entity type associated with 'Borrower'.
Options: location, person, organization"
"( b ) On the Funding Date , the Borrower shall issue a receipt to the Company evidencing that it has fully received the Loan .",person,"Explore the input sentence to ascertain the entity type of 'Borrower'.
Options: organization, person, location"
"( b ) On the Funding Date , the Borrower shall issue a receipt to the Company evidencing that it has fully received the Loan .",person,"Examine the input text to classify the entity type of 'Borrower'.
Options: person, organization, location"
"( b ) On the Funding Date , the Borrower shall issue a receipt to the Company evidencing that it has fully received the Loan .",person,"Scrutinize the input sentence to define the entity type of 'Borrower'.
Options: person, location, organization"
( c ) The Loan shall be granted to the Borrower in USD .,person,"What is the entity type of 'Borrower' in the input sentence.
Options: location, organization, person"
( c ) The Loan shall be granted to the Borrower in USD .,person,"With the input text as context, identify the entity type of 'Borrower'.
Options: organization, person, location"
( c ) The Loan shall be granted to the Borrower in USD .,person,"Using the input sentence as a reference, analyze and specify the entity type of 'Borrower'.
Options: location, organization, person"
( c ) The Loan shall be granted to the Borrower in USD .,person,"In the context of the input sentence, examine and categorize the entity type of 'Borrower'.
Options: person, location, organization"
( c ) The Loan shall be granted to the Borrower in USD .,person,"Utilize the input text as context to explore and ascertain the entity type of 'Borrower'.
Options: person, organization, location"
( c ) The Loan shall be granted to the Borrower in USD .,person,"Leverage the input sentence to evaluate and define the entity type for 'Borrower'.
Options: organization, location, person"
( c ) The Loan shall be granted to the Borrower in USD .,person,"Considering the input sentence as context, inspect and classify the entity type of 'Borrower'.
Options: person, organization, location"
( c ) The Loan shall be granted to the Borrower in USD .,person,"With the input sentence as a backdrop, scrutinize and determine the entity type of 'Borrower'.
Options: location, person, organization"
( c ) The Loan shall be granted to the Borrower in USD .,person,"Interpreting the input sentence as context, specify the entity type for 'Borrower'.
Options: location, person, organization"
( c ) The Loan shall be granted to the Borrower in USD .,person,"Assessing the input sentence as context, label the entity type of 'Borrower'.
Options: organization, person, location"
( c ) The Loan shall be granted to the Borrower in USD .,person,"In the input sentence, determine the entity type for 'Borrower'.
Options: location, person, organization"
( c ) The Loan shall be granted to the Borrower in USD .,person,"Within the input text, identify the entity type of 'Borrower'.
Options: person, organization, location"
( c ) The Loan shall be granted to the Borrower in USD .,person,"Analyze the input sentence to find the entity type of 'Borrower'.
Options: organization, person, location"
( c ) The Loan shall be granted to the Borrower in USD .,person,"Check the input sentence for the entity type associated with 'Borrower'.
Options: organization, location, person"
( c ) The Loan shall be granted to the Borrower in USD .,person,"Explore the input sentence to ascertain the entity type of 'Borrower'.
Options: organization, person, location"
( c ) The Loan shall be granted to the Borrower in USD .,person,"Examine the input text to classify the entity type of 'Borrower'.
Options: person, organization, location"
( c ) The Loan shall be granted to the Borrower in USD .,person,"Scrutinize the input sentence to define the entity type of 'Borrower'.
Options: person, location, organization"
The exchange rate between USD and RMB shall be the exchange rate published by the People ' s Bank of China on the date preceding the Funding Date .,organization,"What is the entity type of 'Bank of China' in the input sentence.
Options: location, organization, person"
The exchange rate between USD and RMB shall be the exchange rate published by the People ' s Bank of China on the date preceding the Funding Date .,organization,"With the input text as context, identify the entity type of 'Bank of China'.
Options: organization, location, person"
The exchange rate between USD and RMB shall be the exchange rate published by the People ' s Bank of China on the date preceding the Funding Date .,organization,"Using the input sentence as a reference, analyze and specify the entity type of 'Bank of China'.
Options: location, person, organization"
The exchange rate between USD and RMB shall be the exchange rate published by the People ' s Bank of China on the date preceding the Funding Date .,organization,"In the context of the input sentence, examine and categorize the entity type of 'Bank of China'.
Options: location, organization, person"
The exchange rate between USD and RMB shall be the exchange rate published by the People ' s Bank of China on the date preceding the Funding Date .,organization,"Utilize the input text as context to explore and ascertain the entity type of 'Bank of China'.
Options: organization, location, person"
The exchange rate between USD and RMB shall be the exchange rate published by the People ' s Bank of China on the date preceding the Funding Date .,organization,"Leverage the input sentence to evaluate and define the entity type for 'Bank of China'.
Options: organization, person, location"
The exchange rate between USD and RMB shall be the exchange rate published by the People ' s Bank of China on the date preceding the Funding Date .,organization,"Considering the input sentence as context, inspect and classify the entity type of 'Bank of China'.
Options: location, person, organization"
The exchange rate between USD and RMB shall be the exchange rate published by the People ' s Bank of China on the date preceding the Funding Date .,organization,"With the input sentence as a backdrop, scrutinize and determine the entity type of 'Bank of China'.
Options: location, organization, person"
The exchange rate between USD and RMB shall be the exchange rate published by the People ' s Bank of China on the date preceding the Funding Date .,organization,"Interpreting the input sentence as context, specify the entity type for 'Bank of China'.
Options: person, location, organization"
The exchange rate between USD and RMB shall be the exchange rate published by the People ' s Bank of China on the date preceding the Funding Date .,organization,"Assessing the input sentence as context, label the entity type of 'Bank of China'.
Options: person, location, organization"
The exchange rate between USD and RMB shall be the exchange rate published by the People ' s Bank of China on the date preceding the Funding Date .,organization,"In the input sentence, determine the entity type for 'Bank of China'.
Options: location, person, organization"
The exchange rate between USD and RMB shall be the exchange rate published by the People ' s Bank of China on the date preceding the Funding Date .,organization,"Within the input text, identify the entity type of 'Bank of China'.
Options: person, location, organization"
The exchange rate between USD and RMB shall be the exchange rate published by the People ' s Bank of China on the date preceding the Funding Date .,organization,"Analyze the input sentence to find the entity type of 'Bank of China'.
Options: person, location, organization"
The exchange rate between USD and RMB shall be the exchange rate published by the People ' s Bank of China on the date preceding the Funding Date .,organization,"Check the input sentence for the entity type associated with 'Bank of China'.
Options: person, organization, location"
The exchange rate between USD and RMB shall be the exchange rate published by the People ' s Bank of China on the date preceding the Funding Date .,organization,"Explore the input sentence to ascertain the entity type of 'Bank of China'.
Options: person, organization, location"
The exchange rate between USD and RMB shall be the exchange rate published by the People ' s Bank of China on the date preceding the Funding Date .,organization,"Examine the input text to classify the entity type of 'Bank of China'.
Options: organization, location, person"
The exchange rate between USD and RMB shall be the exchange rate published by the People ' s Bank of China on the date preceding the Funding Date .,organization,"Scrutinize the input sentence to define the entity type of 'Bank of China'.
Options: organization, person, location"
2 . 4 Repayment of the Loan The Borrower shall fully repay the Loan and the accrued interest according to the following arrangement on the First Repayment Date and / or the Second Repayment Date :,person,"What is the entity type of 'Borrower' in the input sentence.
Options: organization, person, location"
2 . 4 Repayment of the Loan The Borrower shall fully repay the Loan and the accrued interest according to the following arrangement on the First Repayment Date and / or the Second Repayment Date :,person,"With the input text as context, identify the entity type of 'Borrower'.
Options: person, location, organization"
2 . 4 Repayment of the Loan The Borrower shall fully repay the Loan and the accrued interest according to the following arrangement on the First Repayment Date and / or the Second Repayment Date :,person,"Using the input sentence as a reference, analyze and specify the entity type of 'Borrower'.
Options: organization, location, person"
2 . 4 Repayment of the Loan The Borrower shall fully repay the Loan and the accrued interest according to the following arrangement on the First Repayment Date and / or the Second Repayment Date :,person,"In the context of the input sentence, examine and categorize the entity type of 'Borrower'.
Options: person, organization, location"
2 . 4 Repayment of the Loan The Borrower shall fully repay the Loan and the accrued interest according to the following arrangement on the First Repayment Date and / or the Second Repayment Date :,person,"Utilize the input text as context to explore and ascertain the entity type of 'Borrower'.
Options: person, organization, location"
2 . 4 Repayment of the Loan The Borrower shall fully repay the Loan and the accrued interest according to the following arrangement on the First Repayment Date and / or the Second Repayment Date :,person,"Leverage the input sentence to evaluate and define the entity type for 'Borrower'.
Options: organization, location, person"
2 . 4 Repayment of the Loan The Borrower shall fully repay the Loan and the accrued interest according to the following arrangement on the First Repayment Date and / or the Second Repayment Date :,person,"Considering the input sentence as context, inspect and classify the entity type of 'Borrower'.
Options: person, organization, location"
2 . 4 Repayment of the Loan The Borrower shall fully repay the Loan and the accrued interest according to the following arrangement on the First Repayment Date and / or the Second Repayment Date :,person,"With the input sentence as a backdrop, scrutinize and determine the entity type of 'Borrower'.
Options: location, organization, person"
2 . 4 Repayment of the Loan The Borrower shall fully repay the Loan and the accrued interest according to the following arrangement on the First Repayment Date and / or the Second Repayment Date :,person,"Interpreting the input sentence as context, specify the entity type for 'Borrower'.
Options: person, location, organization"
2 . 4 Repayment of the Loan The Borrower shall fully repay the Loan and the accrued interest according to the following arrangement on the First Repayment Date and / or the Second Repayment Date :,person,"Assessing the input sentence as context, label the entity type of 'Borrower'.
Options: organization, person, location"
2 . 4 Repayment of the Loan The Borrower shall fully repay the Loan and the accrued interest according to the following arrangement on the First Repayment Date and / or the Second Repayment Date :,person,"In the input sentence, determine the entity type for 'Borrower'.
Options: person, organization, location"
2 . 4 Repayment of the Loan The Borrower shall fully repay the Loan and the accrued interest according to the following arrangement on the First Repayment Date and / or the Second Repayment Date :,person,"Within the input text, identify the entity type of 'Borrower'.
Options: person, location, organization"
2 . 4 Repayment of the Loan The Borrower shall fully repay the Loan and the accrued interest according to the following arrangement on the First Repayment Date and / or the Second Repayment Date :,person,"Analyze the input sentence to find the entity type of 'Borrower'.
Options: location, person, organization"
2 . 4 Repayment of the Loan The Borrower shall fully repay the Loan and the accrued interest according to the following arrangement on the First Repayment Date and / or the Second Repayment Date :,person,"Check the input sentence for the entity type associated with 'Borrower'.
Options: person, organization, location"
2 . 4 Repayment of the Loan The Borrower shall fully repay the Loan and the accrued interest according to the following arrangement on the First Repayment Date and / or the Second Repayment Date :,person,"Explore the input sentence to ascertain the entity type of 'Borrower'.
Options: person, location, organization"
2 . 4 Repayment of the Loan The Borrower shall fully repay the Loan and the accrued interest according to the following arrangement on the First Repayment Date and / or the Second Repayment Date :,person,"Examine the input text to classify the entity type of 'Borrower'.
Options: location, organization, person"
2 . 4 Repayment of the Loan The Borrower shall fully repay the Loan and the accrued interest according to the following arrangement on the First Repayment Date and / or the Second Repayment Date :,person,"Scrutinize the input sentence to define the entity type of 'Borrower'.
Options: organization, person, location"
( i ) The Borrower shall make the first repayment on the First Repayment Date ;,person,"What is the entity type of 'Borrower' in the input sentence.
Options: organization, person, location"
( i ) The Borrower shall make the first repayment on the First Repayment Date ;,person,"With the input text as context, identify the entity type of 'Borrower'.
Options: organization, person, location"
( i ) The Borrower shall make the first repayment on the First Repayment Date ;,person,"Using the input sentence as a reference, analyze and specify the entity type of 'Borrower'.
Options: organization, location, person"
( i ) The Borrower shall make the first repayment on the First Repayment Date ;,person,"In the context of the input sentence, examine and categorize the entity type of 'Borrower'.
Options: person, organization, location"
( i ) The Borrower shall make the first repayment on the First Repayment Date ;,person,"Utilize the input text as context to explore and ascertain the entity type of 'Borrower'.
Options: location, organization, person"
( i ) The Borrower shall make the first repayment on the First Repayment Date ;,person,"Leverage the input sentence to evaluate and define the entity type for 'Borrower'.
Options: location, person, organization"
( i ) The Borrower shall make the first repayment on the First Repayment Date ;,person,"Considering the input sentence as context, inspect and classify the entity type of 'Borrower'.
Options: organization, person, location"
( i ) The Borrower shall make the first repayment on the First Repayment Date ;,person,"With the input sentence as a backdrop, scrutinize and determine the entity type of 'Borrower'.
Options: organization, person, location"
( i ) The Borrower shall make the first repayment on the First Repayment Date ;,person,"Interpreting the input sentence as context, specify the entity type for 'Borrower'.
Options: location, person, organization"
( i ) The Borrower shall make the first repayment on the First Repayment Date ;,person,"Assessing the input sentence as context, label the entity type of 'Borrower'.
Options: organization, location, person"
( i ) The Borrower shall make the first repayment on the First Repayment Date ;,person,"In the input sentence, determine the entity type for 'Borrower'.
Options: organization, location, person"
( i ) The Borrower shall make the first repayment on the First Repayment Date ;,person,"Within the input text, identify the entity type of 'Borrower'.
Options: person, organization, location"
( i ) The Borrower shall make the first repayment on the First Repayment Date ;,person,"Analyze the input sentence to find the entity type of 'Borrower'.
Options: organization, location, person"
( i ) The Borrower shall make the first repayment on the First Repayment Date ;,person,"Check the input sentence for the entity type associated with 'Borrower'.
Options: person, organization, location"
( i ) The Borrower shall make the first repayment on the First Repayment Date ;,person,"Explore the input sentence to ascertain the entity type of 'Borrower'.
Options: location, organization, person"
( i ) The Borrower shall make the first repayment on the First Repayment Date ;,person,"Examine the input text to classify the entity type of 'Borrower'.
Options: person, organization, location"
( i ) The Borrower shall make the first repayment on the First Repayment Date ;,person,"Scrutinize the input sentence to define the entity type of 'Borrower'.
Options: location, person, organization"
"If the Tranche B Cash Payment is equal to or more than the Loan ( including accrued interest ), the Borrower does not need to repay the Loan and the Loan shall be deemed as having been repaid in full ;",person,"What is the entity type of 'Borrower' in the input sentence.
Options: person, location, organization"
"If the Tranche B Cash Payment is equal to or more than the Loan ( including accrued interest ), the Borrower does not need to repay the Loan and the Loan shall be deemed as having been repaid in full ;",person,"With the input text as context, identify the entity type of 'Borrower'.
Options: location, organization, person"
"If the Tranche B Cash Payment is equal to or more than the Loan ( including accrued interest ), the Borrower does not need to repay the Loan and the Loan shall be deemed as having been repaid in full ;",person,"Using the input sentence as a reference, analyze and specify the entity type of 'Borrower'.
Options: location, organization, person"
"If the Tranche B Cash Payment is equal to or more than the Loan ( including accrued interest ), the Borrower does not need to repay the Loan and the Loan shall be deemed as having been repaid in full ;",person,"In the context of the input sentence, examine and categorize the entity type of 'Borrower'.
Options: location, organization, person"
"If the Tranche B Cash Payment is equal to or more than the Loan ( including accrued interest ), the Borrower does not need to repay the Loan and the Loan shall be deemed as having been repaid in full ;",person,"Utilize the input text as context to explore and ascertain the entity type of 'Borrower'.
Options: location, person, organization"
"If the Tranche B Cash Payment is equal to or more than the Loan ( including accrued interest ), the Borrower does not need to repay the Loan and the Loan shall be deemed as having been repaid in full ;",person,"Leverage the input sentence to evaluate and define the entity type for 'Borrower'.
Options: organization, location, person"
"If the Tranche B Cash Payment is equal to or more than the Loan ( including accrued interest ), the Borrower does not need to repay the Loan and the Loan shall be deemed as having been repaid in full ;",person,"Considering the input sentence as context, inspect and classify the entity type of 'Borrower'.
Options: organization, location, person"
"If the Tranche B Cash Payment is equal to or more than the Loan ( including accrued interest ), the Borrower does not need to repay the Loan and the Loan shall be deemed as having been repaid in full ;",person,"With the input sentence as a backdrop, scrutinize and determine the entity type of 'Borrower'.
Options: person, location, organization"
"If the Tranche B Cash Payment is equal to or more than the Loan ( including accrued interest ), the Borrower does not need to repay the Loan and the Loan shall be deemed as having been repaid in full ;",person,"Interpreting the input sentence as context, specify the entity type for 'Borrower'.
Options: organization, person, location"
"If the Tranche B Cash Payment is equal to or more than the Loan ( including accrued interest ), the Borrower does not need to repay the Loan and the Loan shall be deemed as having been repaid in full ;",person,"Assessing the input sentence as context, label the entity type of 'Borrower'.
Options: location, person, organization"
"If the Tranche B Cash Payment is equal to or more than the Loan ( including accrued interest ), the Borrower does not need to repay the Loan and the Loan shall be deemed as having been repaid in full ;",person,"In the input sentence, determine the entity type for 'Borrower'.
Options: location, person, organization"
"If the Tranche B Cash Payment is equal to or more than the Loan ( including accrued interest ), the Borrower does not need to repay the Loan and the Loan shall be deemed as having been repaid in full ;",person,"Within the input text, identify the entity type of 'Borrower'.
Options: location, organization, person"
"If the Tranche B Cash Payment is equal to or more than the Loan ( including accrued interest ), the Borrower does not need to repay the Loan and the Loan shall be deemed as having been repaid in full ;",person,"Analyze the input sentence to find the entity type of 'Borrower'.
Options: location, organization, person"
"If the Tranche B Cash Payment is equal to or more than the Loan ( including accrued interest ), the Borrower does not need to repay the Loan and the Loan shall be deemed as having been repaid in full ;",person,"Check the input sentence for the entity type associated with 'Borrower'.
Options: location, organization, person"
"If the Tranche B Cash Payment is equal to or more than the Loan ( including accrued interest ), the Borrower does not need to repay the Loan and the Loan shall be deemed as having been repaid in full ;",person,"Explore the input sentence to ascertain the entity type of 'Borrower'.
Options: location, person, organization"
"If the Tranche B Cash Payment is equal to or more than the Loan ( including accrued interest ), the Borrower does not need to repay the Loan and the Loan shall be deemed as having been repaid in full ;",person,"Examine the input text to classify the entity type of 'Borrower'.
Options: organization, location, person"
"If the Tranche B Cash Payment is equal to or more than the Loan ( including accrued interest ), the Borrower does not need to repay the Loan and the Loan shall be deemed as having been repaid in full ;",person,"Scrutinize the input sentence to define the entity type of 'Borrower'.
Options: person, organization, location"
"the difference between the Loan ( including accrued interest ) and Tranche B Cash Payment ("" Tranche B Repayment "") shall be repaid by the Borrower to the Company on the Second Repayment Date .",person,"What is the entity type of 'Borrower' in the input sentence.
Options: organization, person, location"
"the difference between the Loan ( including accrued interest ) and Tranche B Cash Payment ("" Tranche B Repayment "") shall be repaid by the Borrower to the Company on the Second Repayment Date .",person,"With the input text as context, identify the entity type of 'Borrower'.
Options: person, organization, location"
"the difference between the Loan ( including accrued interest ) and Tranche B Cash Payment ("" Tranche B Repayment "") shall be repaid by the Borrower to the Company on the Second Repayment Date .",person,"Using the input sentence as a reference, analyze and specify the entity type of 'Borrower'.
Options: location, organization, person"
