input,output,instruction
"gold adds rs 285, silver sheds rs 200 on global cues",Yes,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"August gold settles at $1,214.70/oz, up $1.50, or 0.1%",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"August gold settles at $1,214.70/oz, up $1.50, or 0.1%",Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"August gold settles at $1,214.70/oz, up $1.50, or 0.1%",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"August gold settles at $1,214.70/oz, up $1.50, or 0.1%",No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"August gold settles at $1,214.70/oz, up $1.50, or 0.1%",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"August gold settles at $1,214.70/oz, up $1.50, or 0.1%",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"August gold settles at $1,214.70/oz, up $1.50, or 0.1%",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"August gold settles at $1,214.70/oz, up $1.50, or 0.1%",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"August gold settles at $1,214.70/oz, up $1.50, or 0.1%",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
Federal Reserve gives gold a reason to rise,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
Federal Reserve gives gold a reason to rise,Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
Federal Reserve gives gold a reason to rise,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
Federal Reserve gives gold a reason to rise,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
Federal Reserve gives gold a reason to rise,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
Federal Reserve gives gold a reason to rise,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
Federal Reserve gives gold a reason to rise,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
Federal Reserve gives gold a reason to rise,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
Federal Reserve gives gold a reason to rise,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
gold's easy money lures wall street,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
gold's easy money lures wall street,No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
gold's easy money lures wall street,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
gold's easy money lures wall street,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
gold's easy money lures wall street,No,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
gold's easy money lures wall street,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
gold's easy money lures wall street,Yes,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
gold's easy money lures wall street,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
gold's easy money lures wall street,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
gold futures ease from two-month high,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
gold futures ease from two-month high,Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
gold futures ease from two-month high,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
gold futures ease from two-month high,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
gold futures ease from two-month high,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
gold futures ease from two-month high,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
gold futures ease from two-month high,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
gold futures ease from two-month high,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
gold futures ease from two-month high,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
gold settles 0.8% higher after fiscal cliff deal,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
gold settles 0.8% higher after fiscal cliff deal,Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
gold settles 0.8% higher after fiscal cliff deal,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
gold settles 0.8% higher after fiscal cliff deal,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
gold settles 0.8% higher after fiscal cliff deal,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
gold settles 0.8% higher after fiscal cliff deal,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
gold settles 0.8% higher after fiscal cliff deal,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
gold settles 0.8% higher after fiscal cliff deal,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
gold settles 0.8% higher after fiscal cliff deal,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"gold, silver surges further on global cues",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"gold, silver surges further on global cues",Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"gold, silver surges further on global cues",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"gold, silver surges further on global cues",No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"gold, silver surges further on global cues",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"gold, silver surges further on global cues",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"gold, silver surges further on global cues",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"gold, silver surges further on global cues",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"gold, silver surges further on global cues",Yes,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
Gold futures fall on weak Asian trend,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
Gold futures fall on weak Asian trend,No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
Gold futures fall on weak Asian trend,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
Gold futures fall on weak Asian trend,Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
Gold futures fall on weak Asian trend,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
Gold futures fall on weak Asian trend,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
Gold futures fall on weak Asian trend,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
Gold futures fall on weak Asian trend,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
Gold futures fall on weak Asian trend,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"Gold pares gains, oil loses more ground after Fed announcement",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"Gold pares gains, oil loses more ground after Fed announcement",Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"Gold pares gains, oil loses more ground after Fed announcement",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"Gold pares gains, oil loses more ground after Fed announcement",No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"Gold pares gains, oil loses more ground after Fed announcement",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"Gold pares gains, oil loses more ground after Fed announcement",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"Gold pares gains, oil loses more ground after Fed announcement",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"Gold pares gains, oil loses more ground after Fed announcement",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"Gold pares gains, oil loses more ground after Fed announcement",Yes,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
Brexit: Gold glitters as investors look for safe haven,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
Brexit: Gold glitters as investors look for safe haven,Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
Brexit: Gold glitters as investors look for safe haven,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
Brexit: Gold glitters as investors look for safe haven,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
Brexit: Gold glitters as investors look for safe haven,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
Brexit: Gold glitters as investors look for safe haven,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
Brexit: Gold glitters as investors look for safe haven,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
Brexit: Gold glitters as investors look for safe haven,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
Brexit: Gold glitters as investors look for safe haven,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"dec. gold up $2.30, or 0.1%, at $1,726.30/oz",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"dec. gold up $2.30, or 0.1%, at $1,726.30/oz",Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"dec. gold up $2.30, or 0.1%, at $1,726.30/oz",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"dec. gold up $2.30, or 0.1%, at $1,726.30/oz",No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"dec. gold up $2.30, or 0.1%, at $1,726.30/oz",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"dec. gold up $2.30, or 0.1%, at $1,726.30/oz",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"dec. gold up $2.30, or 0.1%, at $1,726.30/oz",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"dec. gold up $2.30, or 0.1%, at $1,726.30/oz",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"dec. gold up $2.30, or 0.1%, at $1,726.30/oz",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"gold's down for the year, but set to shine in 2019",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"gold's down for the year, but set to shine in 2019",No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"gold's down for the year, but set to shine in 2019",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"gold's down for the year, but set to shine in 2019",Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"gold's down for the year, but set to shine in 2019",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"gold's down for the year, but set to shine in 2019",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"gold's down for the year, but set to shine in 2019",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"gold's down for the year, but set to shine in 2019",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"gold's down for the year, but set to shine in 2019",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
gold moves up on firm global cues,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
gold moves up on firm global cues,Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
gold moves up on firm global cues,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
gold moves up on firm global cues,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
gold moves up on firm global cues,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
gold moves up on firm global cues,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
gold moves up on firm global cues,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
gold moves up on firm global cues,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
gold moves up on firm global cues,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"gold prices settle at lowest in a month, down 2% for the week",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"gold prices settle at lowest in a month, down 2% for the week",No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"gold prices settle at lowest in a month, down 2% for the week",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"gold prices settle at lowest in a month, down 2% for the week",Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"gold prices settle at lowest in a month, down 2% for the week",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"gold prices settle at lowest in a month, down 2% for the week",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"gold prices settle at lowest in a month, down 2% for the week",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"gold prices settle at lowest in a month, down 2% for the week",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"gold prices settle at lowest in a month, down 2% for the week",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"GOLD AT HISTORIC HIGH: Crosses Rs 30,000/10 gm on global cues",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"GOLD AT HISTORIC HIGH: Crosses Rs 30,000/10 gm on global cues",Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"GOLD AT HISTORIC HIGH: Crosses Rs 30,000/10 gm on global cues",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"GOLD AT HISTORIC HIGH: Crosses Rs 30,000/10 gm on global cues",No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"GOLD AT HISTORIC HIGH: Crosses Rs 30,000/10 gm on global cues",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"GOLD AT HISTORIC HIGH: Crosses Rs 30,000/10 gm on global cues",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"GOLD AT HISTORIC HIGH: Crosses Rs 30,000/10 gm on global cues",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"GOLD AT HISTORIC HIGH: Crosses Rs 30,000/10 gm on global cues",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"GOLD AT HISTORIC HIGH: Crosses Rs 30,000/10 gm on global cues",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"April gold drops $17.10, or 1.4%, to settle at $1,232.90/oz",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"April gold drops $17.10, or 1.4%, to settle at $1,232.90/oz",No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"April gold drops $17.10, or 1.4%, to settle at $1,232.90/oz",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"April gold drops $17.10, or 1.4%, to settle at $1,232.90/oz",Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"April gold drops $17.10, or 1.4%, to settle at $1,232.90/oz",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"April gold drops $17.10, or 1.4%, to settle at $1,232.90/oz",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"April gold drops $17.10, or 1.4%, to settle at $1,232.90/oz",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"April gold drops $17.10, or 1.4%, to settle at $1,232.90/oz",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"April gold drops $17.10, or 1.4%, to settle at $1,232.90/oz",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
gold futures down 80c at $945.00 an ounce,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
gold futures down 80c at $945.00 an ounce,No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
gold futures down 80c at $945.00 an ounce,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
gold futures down 80c at $945.00 an ounce,Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
gold futures down 80c at $945.00 an ounce,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
gold futures down 80c at $945.00 an ounce,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
gold futures down 80c at $945.00 an ounce,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
gold futures down 80c at $945.00 an ounce,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
gold futures down 80c at $945.00 an ounce,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"spot gold quoted at $425, up 30 cents from new york",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"spot gold quoted at $425, up 30 cents from new york",Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"spot gold quoted at $425, up 30 cents from new york",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"spot gold quoted at $425, up 30 cents from new york",No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"spot gold quoted at $425, up 30 cents from new york",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"spot gold quoted at $425, up 30 cents from new york",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"spot gold quoted at $425, up 30 cents from new york",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"spot gold quoted at $425, up 30 cents from new york",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"spot gold quoted at $425, up 30 cents from new york",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
num wants 37% pay hike from gold miners over the next two years,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
num wants 37% pay hike from gold miners over the next two years,No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
num wants 37% pay hike from gold miners over the next two years,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
num wants 37% pay hike from gold miners over the next two years,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
num wants 37% pay hike from gold miners over the next two years,No,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
num wants 37% pay hike from gold miners over the next two years,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
num wants 37% pay hike from gold miners over the next two years,Yes,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
num wants 37% pay hike from gold miners over the next two years,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
num wants 37% pay hike from gold miners over the next two years,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"Dec. gold edges up by 80 cents to settle at $1,278.10/oz",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"Dec. gold edges up by 80 cents to settle at $1,278.10/oz",Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"Dec. gold edges up by 80 cents to settle at $1,278.10/oz",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"Dec. gold edges up by 80 cents to settle at $1,278.10/oz",No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"Dec. gold edges up by 80 cents to settle at $1,278.10/oz",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"Dec. gold edges up by 80 cents to settle at $1,278.10/oz",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"Dec. gold edges up by 80 cents to settle at $1,278.10/oz",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"Dec. gold edges up by 80 cents to settle at $1,278.10/oz",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"Dec. gold edges up by 80 cents to settle at $1,278.10/oz",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"india gold hits record high on global markets, rupee",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"india gold hits record high on global markets, rupee",Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"india gold hits record high on global markets, rupee",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"india gold hits record high on global markets, rupee",No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"india gold hits record high on global markets, rupee",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"india gold hits record high on global markets, rupee",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"india gold hits record high on global markets, rupee",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"india gold hits record high on global markets, rupee",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"india gold hits record high on global markets, rupee",Yes,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"Gold futures down at Rs 27,945 per 10 grams",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"Gold futures down at Rs 27,945 per 10 grams",No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"Gold futures down at Rs 27,945 per 10 grams",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"Gold futures down at Rs 27,945 per 10 grams",Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"Gold futures down at Rs 27,945 per 10 grams",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"Gold futures down at Rs 27,945 per 10 grams",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"Gold futures down at Rs 27,945 per 10 grams",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"Gold futures down at Rs 27,945 per 10 grams",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"Gold futures down at Rs 27,945 per 10 grams",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"equities' appeal pushes gold prices down to rs 30,250",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"equities' appeal pushes gold prices down to rs 30,250",No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"equities' appeal pushes gold prices down to rs 30,250",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"equities' appeal pushes gold prices down to rs 30,250",Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"equities' appeal pushes gold prices down to rs 30,250",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"equities' appeal pushes gold prices down to rs 30,250",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"equities' appeal pushes gold prices down to rs 30,250",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"equities' appeal pushes gold prices down to rs 30,250",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"equities' appeal pushes gold prices down to rs 30,250",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
bank of mongolia purchases 1.1 tons of gold in january,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
bank of mongolia purchases 1.1 tons of gold in january,No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
bank of mongolia purchases 1.1 tons of gold in january,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
bank of mongolia purchases 1.1 tons of gold in january,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
bank of mongolia purchases 1.1 tons of gold in january,No,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
bank of mongolia purchases 1.1 tons of gold in january,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
bank of mongolia purchases 1.1 tons of gold in january,Yes,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
bank of mongolia purchases 1.1 tons of gold in january,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
bank of mongolia purchases 1.1 tons of gold in january,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
Bearish trend in gold; all eyes now on US,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
Bearish trend in gold; all eyes now on US,No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
Bearish trend in gold; all eyes now on US,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
Bearish trend in gold; all eyes now on US,Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
Bearish trend in gold; all eyes now on US,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
Bearish trend in gold; all eyes now on US,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
Bearish trend in gold; all eyes now on US,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
Bearish trend in gold; all eyes now on US,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
Bearish trend in gold; all eyes now on US,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"December gold down by 0.2% at $1,277.60/oz.",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"December gold down by 0.2% at $1,277.60/oz.",No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"December gold down by 0.2% at $1,277.60/oz.",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"December gold down by 0.2% at $1,277.60/oz.",Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"December gold down by 0.2% at $1,277.60/oz.",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"December gold down by 0.2% at $1,277.60/oz.",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"December gold down by 0.2% at $1,277.60/oz.",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"December gold down by 0.2% at $1,277.60/oz.",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"December gold down by 0.2% at $1,277.60/oz.",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"December gold ends 1.6% lower at $1,275.30 an ounce",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"December gold ends 1.6% lower at $1,275.30 an ounce",No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"December gold ends 1.6% lower at $1,275.30 an ounce",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"December gold ends 1.6% lower at $1,275.30 an ounce",Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"December gold ends 1.6% lower at $1,275.30 an ounce",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"December gold ends 1.6% lower at $1,275.30 an ounce",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"December gold ends 1.6% lower at $1,275.30 an ounce",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"December gold ends 1.6% lower at $1,275.30 an ounce",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"December gold ends 1.6% lower at $1,275.30 an ounce",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
gold prices end lower; copper bucks trend to post gains,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
gold prices end lower; copper bucks trend to post gains,No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
gold prices end lower; copper bucks trend to post gains,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
gold prices end lower; copper bucks trend to post gains,Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
gold prices end lower; copper bucks trend to post gains,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
gold prices end lower; copper bucks trend to post gains,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
gold prices end lower; copper bucks trend to post gains,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
gold prices end lower; copper bucks trend to post gains,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
gold prices end lower; copper bucks trend to post gains,Yes,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"bullionvault : annual price patterns in gold, silver, platinum",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
